JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458912.022,11.82,0.082,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.570|VERR=0.024|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.0638|CX=1.0635|KX=1.0636|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.058,Z,14.979,15.565,,AH HER,AAVSO,STD,167,,,
2458912.023,11.871,0.087,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.596|VERR=0.024|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.0630|CX=1.0627|KX=1.0628|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.057,Z,14.976,15.554,,AH HER,AAVSO,STD,168,,,
2458912.023,11.818,0.044,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.601|VERR=0.024|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.0623|CX=1.0620|KX=1.0621|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.056,Z,14.991,15.564,,AH HER,AAVSO,STD,169,,,
2458913.012,11.82,0.091,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=13.246|VERR=0.017|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.0794|CX=1.0791|KX=1.0792|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.073,Z,14.194,15.539,,AH HER,AAVSO,STD,157,,,
2458913.013,11.84,0.086,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=13.250|VERR=0.017|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.0779|CX=1.0776|KX=1.0777|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.072,Z,14.2,15.552,,AH HER,AAVSO,STD,158,,,
2458913.013,11.822,0.088,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=13.254|VERR=0.018|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.0765|CX=1.0762|KX=1.0763|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.07,Z,14.212,15.569,,AH HER,AAVSO,STD,159,,,
2458913.014,11.827,0.089,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=13.242|VERR=0.017|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.0750|CX=1.0747|KX=1.0748|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.069,Z,14.189,15.557,,AH HER,AAVSO,STD,160,,,
2458913.015,12.059,0.039,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=13.624|VERR=0.029|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.0735|CX=1.0732|KX=1.0733|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.067,Z,14.242,15.282,,AH HER,AAVSO,STD,171,,,
2458913.015,12.078,0.04,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=13.634|VERR=0.029|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.0724|CX=1.0721|KX=1.0722|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.066,Z,14.233,15.313,,AH HER,AAVSO,STD,172,,,
2458913.016,12.113,0.032,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=13.630|VERR=0.027|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.0713|CX=1.0710|KX=1.0711|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.065,Z,14.198,15.231,,AH HER,AAVSO,STD,173,,,
2458913.016,12.089,0.034,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=13.631|VERR=0.029|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.0703|CX=1.0700|KX=1.0701|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.064,Z,14.222,15.225,,AH HER,AAVSO,STD,174,,,
2458913.017,12.117,0.031,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=13.645|VERR=0.028|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.0692|CX=1.0689|KX=1.0690|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.063,Z,14.21,15.212,,AH HER,AAVSO,STD,175,,,
2458913.017,12.065,0.065,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.808|VERR=0.041|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.0680|CX=1.0678|KX=1.0679|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.062,Z,15.015,15.587,,AH HER,AAVSO,STD,170,,,
2458913.018,12.029,0.053,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.833|VERR=0.037|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.0673|CX=1.0670|KX=1.0671|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.061,Z,15.02,15.582,,AH HER,AAVSO,STD,171,,,
2458913.018,11.976,0.05,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.826|VERR=0.037|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.0665|CX=1.0662|KX=1.0663|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.06,Z,15.047,15.616,,AH HER,AAVSO,STD,172,,,
2458913.019,12.001,0.048,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.797|VERR=0.035|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.0657|CX=1.0654|KX=1.0655|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.06,Z,14.99,15.619,,AH HER,AAVSO,STD,173,,,
2458913.019,11.963,0.049,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.812|VERR=0.037|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.0649|CX=1.0646|KX=1.0647|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.059,Z,15.039,15.619,,AH HER,AAVSO,STD,174,,,
2458914.75,12.33,,,Vis.,DPV,,12.2,12.7,2395DNI,,,,Z,,,,AH HER,,STD,,,,
2458914.982,13.073,0.073,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.185|VERR=0.035|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.1458|CX=1.1453|KX=1.1455|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.138,Z,14.635,15.881,,AH HER,AAVSO,STD,161,,,
2458914.982,13.207,0.086,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.200|VERR=0.033|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.1435|CX=1.1430|KX=1.1433|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.135,Z,14.6,16.027,,AH HER,AAVSO,STD,162,,,
2458914.983,13.141,0.076,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.293|VERR=0.035|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.1412|CX=1.1408|KX=1.1410|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.133,Z,14.694,16.184,,AH HER,AAVSO,STD,163,,,
2458914.984,13.126,0.079,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.367|VERR=0.035|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.1390|CX=1.1385|KX=1.1387|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.131,Z,14.801,16.221,,AH HER,AAVSO,STD,164,,,
2458914.984,12.618,0.07,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.602|VERR=0.055|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.1366|CX=1.1362|KX=1.1364|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.128,Z,14.69,15.713,,AH HER,AAVSO,STD,176,,,
2458914.985,12.691,0.14,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.608|VERR=0.054|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.1350|CX=1.1345|KX=1.1347|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.127,Z,14.659,15.793,,AH HER,AAVSO,STD,177,,,
2458914.986,12.73,0.145,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.645|VERR=0.053|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.1333|CX=1.1329|KX=1.1331|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.125,Z,14.659,15.693,,AH HER,AAVSO,STD,178,,,
2458914.986,12.635,0.136,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.626|VERR=0.056|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.1317|CX=1.1312|KX=1.1314|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.124,Z,14.731,15.706,,AH HER,AAVSO,STD,179,,,
2458914.987,12.662,0.134,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.572|VERR=0.050|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.1300|CX=1.1296|KX=1.1298|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.122,Z,14.65,15.667,,AH HER,AAVSO,STD,180,,,
2458914.987,12.596,0.094,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=15.707|VERR=0.066|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.1282|CX=1.1278|KX=1.1280|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.12,Z,15.465,16.096,,AH HER,AAVSO,STD,175,,,
2458914.988,12.402,0.075,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=15.746|VERR=0.066|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.1270|CX=1.1266|KX=1.1268|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.119,Z,15.51,16.087,,AH HER,AAVSO,STD,176,,,
2458914.988,12.33,0.085,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=15.794|VERR=0.071|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.1258|CX=1.1253|KX=1.1255|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.118,Z,15.591,16.173,,AH HER,AAVSO,STD,177,,,
2458914.988,12.253,0.079,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=15.914|VERR=0.065|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.1245|CX=1.1241|KX=1.1243|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.117,Z,15.757,16.338,,AH HER,AAVSO,STD,178,,,
2458914.989,12.351,0.085,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=15.914|VERR=0.071|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.1233|CX=1.1229|KX=1.1231|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.115,Z,15.711,16.317,,AH HER,AAVSO,STD,179,,,
2458923.65,14.4,,,Vis.,BFO,,0,,999999,,,,Z,,,,AH HER,MCSE,STD,,,,
2458924.492,13.9,,,Vis.,MUY,,137,142,X19001DVA,,,,Z,,,,AH HER,VVS,STD,,,,
2458925.544,14.4,,,Vis.,KLO,UV,142,,11406esi,,,,Z,,,,AH HER,AAVSO,STD,,,,
2458926.445,<13.7,,,Vis.,MUY,,137,0,X19001DVA,,,,Z,,,,AH HER,VVS,STD,,,,
2458926.924,16.52,0.417,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=16.185|VERR=0.105|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.2455|CX=1.2448|KX=1.2452|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.237,Z,14.929,16.283,,AH HER,AAVSO,STD,165,,,
2458926.924,16.143,0.382,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=15.954|VERR=0.097|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.2420|CX=1.2414|KX=1.2417|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.233,Z,14.905,16.227,,AH HER,AAVSO,STD,166,,,
2458926.925,16.383,0.406,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=15.960|VERR=0.104|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.2388|CX=1.2381|KX=1.2385|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.23,Z,14.786,16.15,,AH HER,AAVSO,STD,167,,,
2458926.926,16.552,0.426,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=15.957|VERR=0.108|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.2355|CX=1.2349|KX=1.2352|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.227,Z,14.712,16.135,,AH HER,AAVSO,STD,168,,,
2458926.927,14.269,0.389,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=16.230|VERR=0.169|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.2321|CX=1.2314|KX=1.2318|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.223,Z,14.795,15.908,,AH HER,AAVSO,STD,181,,,
2458926.927,14.166,0.374,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=16.176|VERR=0.169|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.2296|CX=1.2290|KX=1.2293|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.221,Z,14.837,15.819,,AH HER,AAVSO,STD,182,,,
2458926.928,14.091,0.351,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=16.016|VERR=0.133|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.2272|CX=1.2265|KX=1.2269|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.218,Z,14.748,15.763,,AH HER,AAVSO,STD,183,,,
2458926.928,14.196,0.372,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=16.117|VERR=0.154|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.2247|CX=1.2241|KX=1.2244|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.216,Z,14.75,15.86,,AH HER,AAVSO,STD,184,,,
2458926.929,14.323,0.336,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=16.288|VERR=0.178|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.2223|CX=1.2217|KX=1.2220|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.213,Z,14.771,15.781,,AH HER,AAVSO,STD,185,,,
2458926.929,13.65,0.161,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=16.666|VERR=0.122|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.2197|CX=1.2190|KX=1.2194|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.211,Z,15.507,16.079,,AH HER,AAVSO,STD,180,,,
2458926.93,12.893,0.164,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=16.557|VERR=0.111|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.2179|CX=1.2173|KX=1.2176|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.209,Z,15.517,16.052,,AH HER,AAVSO,STD,181,,,
2458926.93,13.223,0.167,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=16.813|VERR=0.124|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.2161|CX=1.2155|KX=1.2158|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.207,Z,15.56,16.1,,AH HER,AAVSO,STD,182,,,
2458926.931,13.081,0.155,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=16.730|VERR=0.113|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.2143|CX=1.2137|KX=1.2140|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.205,Z,15.601,16.209,,AH HER,AAVSO,STD,183,,,
2458928.65,13.3,,,Vis.,BFO,,0,,999999,,,,Z,,,,AH HER,MCSE,STD,,,,
2458930.468,13,,,Vis.,MUY,Y,127,133,X19001DVA,RISING,,,Z,,,,AH HER,VVS,STD,,,,
2458930.991,13.293,0.095,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=13.997|VERR=0.036|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.0341|CX=1.0339|KX=1.0339|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.031,Z,14.356,15.742,,AH HER,AAVSO,STD,169,,,
2458930.991,13.273,0.092,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.062|VERR=0.035|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.0333|CX=1.0331|KX=1.0331|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.03,Z,14.427,15.738,,AH HER,AAVSO,STD,170,,,
2458930.992,13.022,0.059,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=13.938|VERR=0.034|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.0325|CX=1.0324|KX=1.0324|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.029,Z,14.346,15.7,,AH HER,AAVSO,STD,171,,,
2458930.993,13.065,0.063,,B,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=13.911|VERR=0.037|CREFMAG=13.216|CREFERR=0.014|KREFMAG=14.748|KREFERR=0.025|VX=1.0318|CX=1.0316|KX=1.0316|TB_BV=0.4920|TB_BVERR=0.0780|TAVER=2.51,1,1.028,Z,14.288,15.68,,AH HER,AAVSO,STD,172,,,
2458930.994,12.659,0.099,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.224|VERR=0.046|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.0310|CX=1.0308|KX=1.0308|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.028,Z,14.29,15.243,,AH HER,AAVSO,STD,186,,,
2458930.994,12.695,0.104,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.254|VERR=0.048|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.0305|CX=1.0303|KX=1.0303|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.027,Z,14.285,15.346,,AH HER,AAVSO,STD,187,,,
2458930.995,12.656,0.098,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.229|VERR=0.047|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.0299|CX=1.0298|KX=1.0297|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.027,Z,14.297,15.32,,AH HER,AAVSO,STD,188,,,
2458930.995,12.652,0.076,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.223|VERR=0.047|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.0294|CX=1.0292|KX=1.0292|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.026,Z,14.284,15.301,,AH HER,AAVSO,STD,189,,,
2458930.996,12.652,0.073,,V,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=14.210|VERR=0.043|CREFMAG=12.688|CREFERR=0.008|KREFMAG=13.672|KREFERR=0.021|VX=1.0289|CX=1.0287|KX=1.0287|TV_BV=-0.0250|TV_BVERR=0.0600|TAVER=2.51,1,1.026,Z,14.271,15.261,,AH HER,AAVSO,STD,190,,,
2458930.996,11.857,0.155,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=15.373|VERR=0.059|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.0283|CX=1.0281|KX=1.0281|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.025,Z,15.109,15.701,,AH HER,AAVSO,STD,184,,,
2458930.997,11.788,0.159,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=15.438|VERR=0.065|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.0279|CX=1.0277|KX=1.0277|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.025,Z,15.19,15.756,,AH HER,AAVSO,STD,185,,,
2458930.997,12.415,0.08,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=15.442|VERR=0.069|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.0275|CX=1.0274|KX=1.0273|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.024,Z,15.186,15.741,,AH HER,AAVSO,STD,186,,,
2458930.998,12.442,0.078,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=15.428|VERR=0.066|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.0271|CX=1.0270|KX=1.0269|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.024,Z,15.142,15.711,,AH HER,AAVSO,STD,187,,,
2458930.998,12.398,0.073,,I,FJQ,,000-BBX-901,000-BBX-909,X27169QR,|VMAGINS=15.416|VERR=0.062|CREFMAG=12.053|CREFERR=0.029|KREFMAG=12.643|KREFERR=0.038|VX=1.0268|CX=1.0266|KX=1.0266|TI_VI=-0.2700|TI_VIERR=0.0550|TAVER=2.51,1,1.024,Z,15.173,15.701,,AH HER,AAVSO,STD,188,,,
2458931.435,12.3,,,Vis.,MUY,Y,122,127,X19001DVA,ACTIVE,,,Z,,,,AH HER,VVS,STD,,,,
2458931.59,12.5,,,Vis.,PYG,YU,127+2,,AAVSO 1346INW,,,,Z,,,,AH HER,BAA-VSS,STD,,,,
2458931.626,12.3,,,Vis.,POX,,127,,X18451DOG,,,,Z,,,,AH HER,AAVSO,STD,,,,
2458932.474,11.9,,,Vis.,MUY,Y,116,122,X19001DVA,ACTIVE,,,Z,,,,AH HER,VVS,STD,,,,
2458933.484,11.7,,,Vis.,MUY,Y,116,122,X19001DVA,ACTIVE,,,Z,,,,AH HER,VVS,STD,,,,
2458934.413,11.8,,,Vis.,MUY,Y,116,122,X19001DVA,ACTIVE,,,Z,,,,AH HER,VVS,STD,,,,
2458934.533,11.9,,,Vis.,POX,,116,,X18451DOG,,,,Z,,,,AH HER,AAVSO,STD,,,,
2458935.421,12.4,,,Vis.,MUY,Y,122,127,X19001DVA,ACTIVE,,,Z,,,,AH HER,VVS,STD,,,,
2458935.547,12,,,Vis.,POX,,122,,X18451DOG,,,,Z,,,,AH HER,AAVSO,STD,,,,
2458935.564,12.6,,,Vis.,PYG,YU,127+1,,AAVSO 1346INW,,,,Z,,,,AH HER,BAA-VSS,STD,,,,
2458935.565,12.8,,,Vis.,KHL,,127,134,X15819DP,,,,Z,,,,AH HER,AAVSO,STD,,,,
2458936.58,13.1,,,Vis.,BFO,,0,,999999,,,,Z,,,,AH HER,MCSE,STD,,,,
2458936.691,12.8,,,Vis.,GZN,,122,129,6044GJT,,,,Z,,,,AH HER,AAVSO,STD,,,,
2458937.5,13.8,,,Vis.,MUY,,137,142,X19001DVA,,,,Z,,,,AH HER,VVS,STD,,,,
2458937.637,13,,,Vis.,KLO,,129,133,11406esi,,,,Z,,,,AH HER,AAVSO,STD,,,,
2458937.975,13.656,0.186,,V,PSD,,ENSEMBLE,127,11836DPJ,,0,1.009,Z,,12.7,,AH HER,AAVSO,STD,0,,,
2458939.982,14.51,0.025,,V,PSD,,ENSEMBLE,127,11836DPJ,,0,1.013,Z,,12.627,,AH HER,AAVSO,STD,0,,,
2458940.42,14,,,Vis.,MUY,,137,142,X19001DVA,,,,Z,,,,AH HER,VVS,STD,,,,
2458940.55,14.7,,,Vis.,BFO,,0,,999999,,,,Z,,,,AH HER,MCSE,STD,,,,
2458941.394,14.5,,,Vis.,BOZ,,142,,180424,,,,Z,,,,AH HER,MCSE,STD,,,,
2458941.999,14.355,0.044,,V,PSD,,ENSEMBLE,127,11836DPJ,,0,1.032,Z,,12.616,,AH HER,AAVSO,STD,0,,,
2458942.496,<13.7,,,Vis.,GZN,,137,,6044GJT,,,,Z,,,,AH HER,AAVSO,STD,,,,
2458943.475,14,,,Vis.,MUY,,137,0,X19001DVA,,,,Z,,,,AH HER,VVS,STD,,,,
2458943.605,<13.7,,,Vis.,GZN,,137,,6044GJT,,,,Z,,,,AH HER,AAVSO,STD,,,,
2458943.605,14.4,,,Vis.,PYG,U,142-2,,AAVSO 1346INW,,,,Z,,,,AH HER,BAA-VSS,STD,,,,
2458944.456,14.2,,,Vis.,MUY,,137,142,X19001DVA,,,,Z,,,,AH HER,VVS,STD,,,,
