JD,m_B,m_V
2452878.671,15.12,14.77
2452902.654,15.24,15
2453487.524,15.77,15.3
2453503.465,15.71,15.08
2453519.411,15.76,15.48
2453550.411,15.76,15.48
2453847.497,15.81,15.17
2454174.608,16.72,15.18
2455001.746,13.695,14.94
2455021.741,13.746,15.117
2455044.701,15.715,15.523
2459370.554,14.307,13.876
2459392.502,14.261,14.137
2459400.5,14.503,14.142
2459693.9,15.035,14.856
