x_fit,y_fit
1816.1684001686874,1.0
1816.16875748262,1.0
1816.169114796553,1.0
1816.1694721104857,1.0
1816.1698294244184,1.0
1816.1701867383513,1.0
1816.170544052284,1.0
1816.1709013662166,1.0
1816.1712586801495,1.0
1816.1716159940822,1.0
1816.171973308015,1.0
1816.1723306219476,1.0
1816.1726879358805,1.0
1816.1730452498132,1.0
1816.1734025637459,1.0
1816.1737598776788,1.0
1816.1741171916115,1.0
1816.1744745055441,1.0
1816.1748318194768,1.0
1816.1751891334097,1.0
1816.1755464473424,1.0
1816.175903761275,1.0
1816.176261075208,1.0
1816.1766183891407,1.0
1816.1769757030734,1.0
1816.177333017006,1.0
1816.177690330939,1.0
1816.1780476448716,1.0
1816.1784049588043,1.0
1816.1787622727372,1.0
1816.17911958667,1.0
1816.1794769006026,1.0
1816.1798342145353,1.0
1816.1801915284682,1.0
1816.1805488424009,1.0
1816.1809061563335,1.0
1816.1812634702665,1.0
1816.1816207841991,1.0
1816.1819780981318,1.0
1816.1823354120645,1.0
1816.1826927259974,1.0
1816.18305003993,1.0
1816.1834073538628,1.0
1816.1837646677957,1.0
1816.1841219817284,1.0
1816.184479295661,1.0
1816.1848366095937,1.0
1816.1851939235266,1.0
1816.1855512374593,1.0
1816.185908551392,1.0
1816.186265865325,1.0
1816.1866231792576,1.0
1816.1869804931903,1.0
1816.187337807123,1.0
1816.1876951210559,1.0
1816.1880524349885,1.0
1816.1884097489212,1.0
1816.1887670628541,1.0
1816.1891243767868,1.0
1816.1894816907195,1.0
1816.1898390046522,1.0
1816.190196318585,1.0
1816.1905536325178,1.0
1816.1909109464505,1.0
1816.1912682603834,1.0
1816.191625574316,1.0
1816.1919828882487,1.0
1816.1923402021814,1.0
1816.1926975161143,1.0
1816.193054830047,1.0
1816.1934121439797,1.0
1816.1937694579126,1.0
1816.1941267718453,1.0
1816.194484085778,1.0
1816.1948413997106,1.0
1816.1951987136435,1.0
1816.1955560275762,1.0
1816.195913341509,1.0
1816.1962706554418,1.0
1816.1966279693745,1.0
1816.1969852833072,1.0
1816.1973425972399,1.0
1816.1976999111728,1.0
1816.1980572251055,1.0
1816.1984145390381,1.0
1816.198771852971,1.0
1816.1991291669037,1.0
1816.1994864808364,1.0
1816.199843794769,1.0
1816.200201108702,1.0
1816.2005584226347,1.0
1816.2009157365674,1.0
1816.2012730505003,1.0
1816.201630364433,1.0
1816.2019876783656,1.0
1816.2023449922983,1.0
1816.2027023062312,1.0
1816.203059620164,1.0
1816.2034169340966,1.0
1816.2037742480295,1.0
1816.2041315619622,1.0
1816.2044888758949,1.0
1816.2048461898278,1.0
1816.2052035037605,1.0
1816.2055608176931,1.0
1816.2059181316258,1.0
1816.2062754455587,1.0
1816.2066327594914,1.0
1816.206990073424,1.0
1816.207347387357,1.0
1816.2077047012897,1.0
1816.2080620152224,1.0
1816.208419329155,1.0
1816.208776643088,1.0
1816.2091339570206,1.0
1816.2094912709533,1.0
1816.2098485848862,1.0
1816.210205898819,1.0
1816.2105632127516,1.0
1816.2109205266843,1.0
1816.2112778406172,1.0
1816.2116351545499,1.0
1816.2119924684825,1.0
1816.2123497824155,1.0
1816.2127070963481,1.0
1816.2130644102808,1.0
1816.2134217242135,1.0
1816.2137790381464,1.0
1816.214136352079,1.0
1816.2144936660118,1.0
1816.2148509799447,1.0
1816.2152082938774,1.0
1816.21556560781,1.0
1816.2159229217427,1.0
1816.2162802356756,1.0
1816.2166375496083,1.0
1816.216994863541,1.0
1816.217352177474,1.0
1816.2177094914066,1.0
1816.2180668053393,1.0
1816.218424119272,1.0
1816.2187814332049,1.0
1816.2191387471375,1.0
1816.2194960610702,1.0
1816.2198533750031,1.0
1816.2202106889358,1.0
1816.2205680028685,1.0
1816.2209253168012,1.0
1816.221282630734,1.0
1816.2216399446668,1.0
1816.2219972585995,1.0
1816.2223545725324,1.0
1816.222711886465,1.0
1816.2230692003977,1.0
1816.2234265143304,1.0
1816.2237838282633,1.0
1816.224141142196,1.0
1816.2244984561287,1.0
1816.2248557700616,1.0
1816.2252130839943,1.0
1816.225570397927,1.0
1816.2259277118596,1.0
1816.2262850257925,1.0
1816.2266423397252,1.0
1816.226999653658,1.0
1816.2273569675908,1.0
1816.2277142815235,1.0
1816.2280715954562,1.0
1816.2284289093889,1.0
1816.2287862233218,1.0
1816.2291435372545,0.9999999999999999
1816.2295008511871,0.9999999999999999
1816.22985816512,0.9999999999999999
1816.2302154790527,0.9999999999999999
1816.2305727929854,0.9999999999999999
1816.230930106918,0.9999999999999998
1816.231287420851,0.9999999999999998
1816.2316447347837,0.9999999999999998
1816.2320020487164,0.9999999999999997
1816.2323593626493,0.9999999999999997
1816.232716676582,0.9999999999999996
1816.2330739905146,0.9999999999999994
1816.2334313044473,0.9999999999999993
1816.2337886183802,0.9999999999999992
1816.234145932313,0.999999999999999
1816.2345032462456,0.9999999999999988
1816.2348605601785,0.9999999999999986
1816.2352178741112,0.9999999999999982
1816.2355751880439,0.9999999999999979
1816.2359325019768,0.9999999999999974
1816.2362898159095,0.9999999999999969
1816.2366471298421,0.9999999999999962
1816.2370044437748,0.9999999999999954
1816.2373617577077,0.9999999999999946
1816.2377190716404,0.9999999999999933
1816.238076385573,0.999999999999992
1816.238433699506,0.9999999999999903
1816.2387910134387,0.9999999999999883
1816.2391483273714,0.999999999999986
1816.239505641304,0.9999999999999831
1816.239862955237,0.9999999999999798
1816.2402202691696,0.9999999999999757
1816.2405775831023,0.9999999999999707
1816.2409348970352,0.9999999999999648
1816.241292210968,0.9999999999999578
1816.2416495249006,0.9999999999999494
1816.2420068388333,0.9999999999999393
1816.2423641527662,0.9999999999999272
1816.2427214666989,0.9999999999999127
1816.2430787806315,0.9999999999998955
1816.2434360945645,0.999999999999875
1816.2437934084971,0.9999999999998505
1816.2441507224298,0.9999999999998213
1816.2445080363625,0.9999999999997864
1816.2448653502954,0.9999999999997448
1816.245222664228,0.9999999999996954
1816.2455799781608,0.9999999999996365
1816.2459372920937,0.9999999999995666
1816.2462946060264,0.9999999999994834
1816.246651919959,0.9999999999993846
1816.2470092338917,0.9999999999992673
1816.2473665478246,0.999999999999128
1816.2477238617573,0.9999999999989629
1816.24808117569,0.9999999999987671
1816.248438489623,0.9999999999985351
1816.2487958035556,0.9999999999982603
1816.2491531174883,0.999999999997935
1816.249510431421,0.9999999999975502
1816.2498677453539,0.9999999999970951
1816.2502250592865,0.9999999999965574
1816.2505823732192,0.9999999999959222
1816.2509396871521,0.9999999999951722
1816.2512970010848,0.9999999999942873
1816.2516543150175,0.9999999999932438
1816.2520116289502,0.9999999999920137
1816.252368942883,0.9999999999905645
1816.2527262568158,0.9999999999888582
1816.2530835707485,0.9999999999868501
1816.2534408846814,0.999999999984488
1816.253798198614,0.9999999999817111
1816.2541555125467,0.9999999999784482
1816.2545128264794,0.9999999999746164
1816.2548701404123,0.9999999999701187
1816.255227454345,0.9999999999648422
1816.2555847682777,0.9999999999586554
1816.2559420822106,0.999999999951405
1816.2562993961433,0.9999999999429127
1816.256656710076,0.9999999999329708
1816.2570140240086,0.9999999999213383
1816.2573713379415,0.9999999999077347
1816.2577286518742,0.9999999998918345
1816.258085965807,0.9999999998732596
1816.2584432797398,0.9999999998515717
1816.2588005936725,0.9999999998262625
1816.2591579076052,0.9999999997967427
1816.2595152215379,0.99999999976233
1816.2598725354708,0.9999999997222346
1816.2602298494035,0.9999999996755428
1816.2605871633361,0.999999999621198
1816.260944477269,0.9999999995579794
1816.2613017912017,0.9999999994844766
1816.2616591051344,0.9999999993990618
1816.262016419067,0.9999999992998571
1816.262373733,0.9999999991846967
1816.2627310469327,0.9999999990510854
1816.2630883608654,0.9999999988961484
1816.2634456747983,0.9999999987165772
1816.263802988731,0.9999999985085649
1816.2641603026636,0.9999999982677343
1816.2645176165963,0.9999999979890551
1816.2648749305292,0.9999999976667495
1816.265232244462,0.999999997294185
1816.2655895583946,0.9999999968637522
1816.2659468723275,0.9999999963667259
1816.2663041862602,0.9999999957931066
1816.2666615001929,0.9999999951314416
1816.2670188141255,0.9999999943686205
1816.2673761280585,0.999999993489644
1816.2677334419911,0.9999999924773612
1816.2680907559238,0.9999999913121718
1816.2684480698567,0.9999999899716896
1816.2688053837894,0.9999999884303599
1816.269162697722,0.9999999866590282
1816.269520011655,0.9999999846244516
1816.2698773255877,0.9999999822887466
1816.2702346395204,0.9999999796087657
1816.270591953453,0.9999999765353941
1816.270949267386,0.999999973012755
1816.2713065813186,0.9999999689773158
1816.2716638952513,0.9999999643568789
1816.2720212091842,0.9999999590694467
1816.272378523117,0.9999999530219443
1816.2727358370496,0.9999999461087824
1816.2730931509823,0.9999999382102429
1816.2734504649152,0.9999999291906653
1816.2738077788479,0.9999999188964106
1816.2741650927805,0.9999999071535784
1816.2745224067135,0.999999893765446
1816.2748797206461,0.9999998785095998
1816.2752370345788,0.9999998611347243
1816.2755943485115,0.9999998413570077
1816.2759516624444,0.9999998188561227
1816.276308976377,0.9999997932707351
1816.2766662903098,0.9999997641934874
1816.2770236042427,0.9999997311653989
1816.2773809181754,0.9999996936696204
1816.277738232108,0.9999996511244716
1816.2780955460407,0.999999602875684
1816.2784528599736,0.9999995481877657
1816.2788101739063,0.9999994862343932
1816.279167487839,0.9999994160877274
1816.279524801772,0.9999993367065432
1816.2798821157046,0.999999246923046
1816.2802394296373,0.9999991454282426
1816.28059674357,0.9999990307557157
1816.2809540575029,0.9999989012636423
1816.2813113714355,0.9999987551148762
1816.2816686853682,0.9999985902549025
1816.2820259993011,0.9999984043874515
1816.2823833132338,0.9999981949475429
1816.2827406271665,0.9999979590717067
1816.2830979410992,0.9999976935651085
1816.283455255032,0.9999973948652809
1816.2838125689648,0.9999970590021394
1816.2841698828975,0.9999966815539255
1816.2845271968304,0.9999962575987023
1816.284884510763,0.9999957816609845
1816.2852418246957,0.9999952476530546
1816.2855991386284,0.9999946488104826
1816.2859564525613,0.9999939776213205
1816.286313766494,0.99999322574841
1816.2866710804267,0.9999923839441828
1816.2870283943596,0.9999914419573012
1816.2873857082923,0.9999903884304254
1816.287743022225,0.9999892107883337
1816.2881003361576,0.9999878951155827
1816.2884576500905,0.9999864260228127
1816.2888149640232,0.9999847865007551
1816.289172277956,0.9999829577609076
1816.2895295918888,0.9999809190618018
1816.2898869058215,0.9999786475196843
1816.2902442197542,0.9999761179023494
1816.2906015336869,0.9999733024048065
1816.2909588476198,0.9999701704053385
1816.2913161615525,0.9999666882004445
1816.2916734754851,0.9999628187170189
1816.292030789418,0.9999585212000759
1816.2923881033507,0.9999537508741776
1816.2927454172834,0.999948458576588
1816.293102731216,0.999942590360144
1816.293460045149,0.9999360870636155
1816.2938173590817,0.999928883847282
1816.2941746730144,0.9999209096912216
1816.2945319869473,0.9999120868538106
1816.29488930088,0.9999023302876914
1816.2952466148126,0.9998915470102899
1816.2956039287453,0.9998796354259838
1816.2959612426782,0.999866484596676
1816.296318556611,0.99985197345755
1816.2966758705436,0.9998359699744114
1816.2970331844765,0.999818330239153
1816.2973904984092,0.9997988974995095
1816.2977478123419,0.9997775011190436
1816.2981051262745,0.9997539554634858
1816.2984624402075,0.9997280587089858
1816.2988197541401,0.9996995915680372
1816.2991770680728,0.9996683159282431
1816.2995343820057,0.9996339733995153
1816.2998916959384,0.999596283764736
1816.300249009871,0.9995549433286406
1816.3006063238038,0.999509623160208
1816.3009636377367,0.9994599672229388
1816.3013209516694,0.9994055903879708
1816.301678265602,0.9993460763240483
1816.302035579535,0.999280975259365
1816.3023928934676,0.9992098016094259
1816.3027502074003,0.9991320314647789
1816.3031075213332,0.9990470999336172
1816.303464835266,0.9989543983332138
1816.3038221491986,0.9988532712238541
1816.3041794631313,0.9987430132805835
1816.3045367770642,0.9986228659962253
1816.3048940909969,0.9984920142108804
1816.3052514049295,0.9983495824612385
1816.3056087188625,0.9981946311458253
1816.3059660327951,0.9980261525005621
1816.3063233467278,0.9978430663787126
1816.3066806606605,0.997644215832523
1816.3070379745934,0.9974283624906891
1816.307395288526,0.9971941817291725
1816.3077526024588,0.9969402576297195
1816.3081099163917,0.9966650777256489
1816.3084672303244,0.9963670275314992
1816.308824544257,0.9960443848528151
1816.3091818581897,0.9956953138782326
1816.3095391721226,0.9953178590505358
1816.3098964860553,0.994909938719487
1816.310253799988,0.9944693385737687
1816.310611113921,0.9939937048586048
1816.3109684278536,0.993480537380446
1816.3113257417863,0.9929271822996801
1816.311683055719,0.992330824722481
1816.3120403696519,0.9916884810934097
1816.3123976835845,0.9909969914008682
1816.3127549975172,0.9902530111981046
1816.3131123114501,0.9894530034580512
1816.3134696253828,0.9885932302712432
1816.3138269393155,0.9876697443952581
1816.3141842532482,0.9866783806809016
1816.314541567181,0.9856147473840924
1816.3148988811138,0.9844742173895865
1816.3152561950465,0.983251919356674
1816.3156135089794,0.9819427288223347
1816.315970822912,0.9805412592817636
1816.3163281368447,0.9790418532644707
1816.3166854507774,0.9774385734509207
1816.3170427647103,0.9757251938473398
1816.317400078643,0.973895191063528
1816.3177573925757,0.9719417357118064
1816.3181147065086,0.969857683985186
1816.3184720204413,0.967635569446597
1816.318829334374,0.9652675950575696
1816.3191866483066,0.9627456255160927
1816.3195439622395,0.960061179928669
1816.3199012761722,0.9572054248833818
1816.320258590105,0.9541691679474638
1816.3206159040378,0.9509428516740475
1816.3209732179705,0.9475165481599024
1816.3213305319032,0.9438799541895184
1816.3216878458359,0.9400223870630522
1816.3220451597688,0.9359327811347157
1816.3224024737015,0.9315996851507684
1816.3227597876341,0.9270112604081933
1816.323117101567,0.92215527984647
1816.3234744154997,0.9170191281171871
1816.3238317294324,0.9115898026652202
1816.324189043365,0.9058539159463821
1816.324546357298,0.8997976987975678
1816.3249036712307,0.8934070050669507
1816.3252609851634,0.8866673175084262
1816.3256182990963,0.8795637550775711
1816.325975613029,0.8720810816633688
1816.3263329269616,0.864203716272675
1816.3266902408943,0.855915744815049
1816.3270475548272,0.8472009334740999
1816.32740486876,0.8380427437824665
1816.3277621826926,0.8284243493660847
1816.3281194966255,0.8183286545127763
1816.3284768105582,0.8077383145690519
1816.3288341244909,0.7966357581439547
1816.3291914384235,0.7850032112818105
1816.3295487523565,0.7728227235344083
1816.3299060662891,0.7600761960465253
1816.3302633802218,0.7467454115545207
1816.3306206941547,0.7328120664609323
1816.3309780080874,0.7182578049342335
1816.33133532202,0.7030642549492134
1816.3316926359528,0.6872130664339895
1816.3320499498857,0.6706859513695285
1816.3324072638184,0.6534647259385973
1816.332764577751,0.6355313545287699
1816.333121891684,0.6168679957510337
1816.3334792056166,0.5974570503438543
1816.3338365195493,0.5772812107906033
1816.3341938334822,0.5563235127993087
1816.334551147415,0.5345673884743809
1816.3349084613476,0.5119967209649318
1816.3352657752803,0.48859590075018045
1816.3356230892132,0.4643498832427021
1816.3359804031459,0.43924424776711024
1816.3363377170785,0.4132652575429522
1816.3366950310115,0.38639992082732877
1816.3370523449441,0.3586360529450816
1816.3374096588768,0.32996233888433835
1816.3377669728095,0.3003683966184324
1816.3381242867424,0.26984484070418635
1816.338481600675,0.23838334619113344
1816.3388389146078,0.20597671233852655
1816.3391962285407,0.17261892630503717
1816.3395535424734,0.13830522643983312
1816.339910856406,0.10303216475295907
1816.3402681703387,0.066797668746025
1816.3406254842716,0.029601102031735826
1816.3409827982043,-0.008556676224470205
1816.341340112137,-0.047673253659034076
1816.34169742607,-0.08774460865831357
1816.3420547400026,-0.12876505634717073
1816.3424120539353,-0.17072719711123918
1816.342769367868,-0.2136218674173116
1816.3431266818009,-0.2574380935921907
1816.3434839957335,-0.30216304849003395
1816.3438413096662,-0.34778201174135237
1816.3441986235991,-0.39427833330099227
1816.3445559375318,-0.44163340077411206
1816.3449132514645,-0.48982661103467895
1816.3452705653972,-0.5388353458010766
1816.34562787933,-0.588634951864224
1816.3459851932628,-0.6391987258126408
1816.3463425071955,-0.6904979039622052
1816.3466998211284,-0.7425016570804817
1816.347057135061,-0.7951770903582156
1816.3474144489937,-0.848489249100588
1816.3477717629264,-0.9024011296571226
1816.3481290768593,-0.956873696253943
1816.348486390792,-1.01186590343859
1816.3488437047247,-1.06733472478982
1816.3492010186576,-1.1232351873145174
1816.3495583325903,-1.1795204118969953
1816.349915646523,-1.2361416601672448
1816.3502729604556,-1.2930483871293337
1816.3506302743885,-1.3501883001157555
1816.3509875883212,-1.4075074236102427
1816.351344902254,-1.4649501704712389
1816.3517022161868,-1.5224594187928702
1816.3520595301195,-1.5799765946329165
1816.3524168440522,-1.6374417608191538
1816.3527741579849,-1.6947937109946145
1816.3531314719178,-1.7519700693195825
1816.3534887858505,-1.8089073952015777
1816.3538460997831,-1.8655412934209363
1816.354203413716,-1.9218065287223087
1816.3545607276487,-1.9776371449439178
1816.3549180415814,-2.032966588720679
1816.355275355514,-2.087727836778346
1816.355632669447,-2.141853527067436
1816.3559899833797,-2.1952760929731427
1816.3563472973124,-2.2479279007919803
1816.3567046112453,-2.2997413894408694
1816.357061925178,-2.3506492123259863
1816.3574192391106,-2.4005843812489673
1816.3577765530433,-2.4494804113043562
1816.3581338669762,-2.497271466861836
1816.358491180909,-2.543892507810873
1816.3588484948416,-2.5892794361050253
1816.3592058087745,-2.633369241568316
1816.3595631227072,-2.67610014679375
1816.3599204366399,-2.7174117509048643
1816.3602777505725,-2.7572451711849832
1816.3606350645055,-2.795543182557463
1816.3609923784381,-2.832250354142067
1816.3613496923708,-2.867313182823579
1816.3617070063037,-2.9006802229172277
1816.3620643202364,-2.9323022117342057
1816.362421634169,-2.96213219078608
1816.3627789481018,-2.9901256218120746
1816.3631362620347,-3.016240497564972
1816.3634935759674,-3.0404374467435042
1816.3638508899,-3.0626798329721234
1816.364208203833,-3.082933847160448
1816.3645655177656,-3.101168593093715
1816.3649228316983,-3.117356166038811
1816.365280145631,-3.131471723845892
1816.365637459564,-3.1434935504951866
1816.3659947734966,-3.1534031117384886
1816.3663520874293,-3.161185102760527
1816.3667094013622,-3.1668274875388445
1816.3670667152949,-3.17032152985961
1816.3674240292275,-3.1716618158793244
1816.3677813431605,-3.1708462680862954
1816.3681386570931,-3.1678761506745126
1816.3684959710258,-3.1627560662750156
1816.3688532849585,-3.155493944071238
1816.3692105988914,-3.1461010193302528
1816.369567912824,-3.134591804462799
1816.3699252267568,-3.120984051623707
1816.3702825406897,-3.105298707096325
1816.3706398546224,-3.0875598576013195
1816.370997168555,-3.0677946686028594
1816.3713544824877,-3.046033315027344
1816.3717117964206,-3.0223089044800364
1816.3720691103533,-2.9966573933832645
1816.372426424286,-2.969117496094958
1816.372783738219,-2.939730587611126
1816.3731410521516,-2.90854060008584
1816.3734983660843,-2.8755939133359125
1816.373855680017,-2.8409392400709166
1816.3742129939499,-2.8046275059449974
1816.3745703078825,-2.766711725093841
1816.3749276218152,-2.7272468712152746
1816.3752849357481,-2.686289745066432
1816.3756422496808,-2.643898838638199
1816.3759995636135,-2.600134196204161
1816.3763568775462,-2.5550572732024013
1816.376714191479,-2.5087307929946445
1816.3770715054118,-2.4612186023004305
1816.3774288193445,-2.412585525300862
1816.3777861332774,-2.362897217431921
1816.37814344721,-2.3122200190761153
1816.3785007611427,-2.2606208093039544
1816.3788580750754,-2.2081668607132334
1816.3792153890083,-2.1549256952943474
1816.379572702941,-2.100964942138409
1816.3799300168737,-2.0463521968588374
1816.3802873308066,-1.9911548837663187
1816.3806446447393,-1.9354401208833831
1816.381001958672,-1.879274587838247
1816.3813592726046,-1.8227243976540892
1816.3817165865376,-1.765854972199492
1816.3820739004702,-1.7087309220356395
1816.382431214403,-1.651415930369026
1816.3827885283358,-1.5939726420624187
1816.3831458422685,-1.536462557624108
1816.3835031562012,-1.4789459320637954
1816.3838604701339,-1.4214816795071488
1816.3842177840668,-1.3641272831575422
1816.3845750979995,-1.3069387111925321
1816.3849324119321,-1.2499703381368006
1816.385289725865,-1.19327487250751
1816.3856470397977,-1.136903290478522
1816.3860043537304,-1.0809047752966046
1816.386361667663,-1.0253266631664504
1816.386718981596,-0.97021439503692
1816.3870762955287,-0.9156114747021824
1816.3874336094614,-0.8615594326217946
1816.3877909233943,-0.808097796072264
1816.388148237327,-0.7552640652314542
1816.3885055512596,-0.7030936948033415
1816.3888628651923,-0.65162008171608
1816.3892201791252,-0.6008745582205146
1816.389577493058,-0.5508863906412242
1816.3899348069906,-0.501682783101945
1816.3902921209235,-0.45328888666609135
1816.3906494348562,-0.4057278134030111
1816.3910067487889,-0.35902065491487756
1816.3913640627215,-0.3131865056980261
1816.3917213766545,-0.26824249062823524
1816.3920786905871,-0.22420379669921386
1816.3924360045198,-0.1810837083217347
1816.3927933184527,-0.13889364648924274
1816.3931506323854,-0.09764321129519571
1816.393507946318,-0.057340227326038384
1816.3938652602508,-0.01799079218801025
1816.3942225741837,0.020400672511616924
1816.3945798881164,0.05783136767242858
1816.394937202049,0.09430006134024704
1816.395294515982,0.12980703126009363
1816.3956518299146,0.16435400582196524
1816.3960091438473,0.1979441038309001
1816.39636645778,0.23058177291152282
1816.396723771713,0.2622727271394091
1816.3970810856456,0.2930238838686513
1816.3974383995783,0.32284330029874986
1816.3977957135112,0.35174010960753155
1816.3981530274439,0.37972445704892954
1816.3985103413766,0.4068074363633979
1816.3988676553095,0.43300102635687676
1816.3992249692421,0.45831802800428234
1816.3995822831748,0.4827720023826828
1816.3999395971075,0.5063772092777921
1816.4002969110404,0.5291485468776889
1816.400654224973,0.5511014925048743
1816.4010115389058,0.572252044747508
1816.4013688528387,0.5926166668303525
1816.4017261667714,0.6122122314745915
1816.402083480704,0.6310559674486829
1816.4024407946367,0.6491654076527396
1816.4027981085696,0.6665583390197205
1816.4031554225023,0.68325275415619
1816.403512736435,0.6992668049580527
1816.403870050368,0.7146187580374739
1816.4042273643006,0.7293269521091283
1816.4045846782333,0.743409757443929
1816.404941992166,0.7568855372276806
1816.4052993060989,0.7697726109935434
1816.4056566200316,0.7820892200259432
1816.4060139339642,0.793853494866089
1816.4063712478971,0.8050834247532366
1816.4067285618298,0.8157968290679072
1816.4070858757625,0.8260113308117814
1816.4074431896952,0.8357443319623377
1816.407800503628,0.8450129907832072
1816.4081578175608,0.8538342009742015
