JD,Magnitude
2454178.5152007597,14.575
2454178.5155007597,14.636
2454178.5158007597,14.522
2454178.5161007596,14.547
2454178.5163007597,14.564
2454178.5164007596,14.645
2454178.5166007597,14.502
2454178.5167007595,14.522
2454178.5169007597,14.528
2454178.5172007596,14.725
2454178.5175007596,14.520
2454178.5176007594,14.584
2454178.5178007595,14.574
2454178.5181007595,14.498
2454178.5182007593,14.476
2454178.5184007594,14.705
2454178.5187007594,14.621
2454178.5188007597,14.685
2454178.5190007593,14.610
2454178.5191007596,14.615
2454178.5193007593,14.426
2454178.5194007596,14.711
2454178.5196007597,14.568
2454178.5199007597,14.722
2454178.5203007595,14.513
2454178.5205007596,14.585
2454178.5207007597,14.502
2454178.5208007596,14.555
2454178.5210007597,14.557
2454178.5211007595,14.593
2454178.5213007596,14.680
2454178.5214007595,14.592
2454178.5216007596,14.585
2454178.5217007594,14.654
2454178.5219007595,14.543
2454178.5220007594,14.684
2454178.5225007595,14.546
2454178.5226007598,14.533
2454178.5228007594,14.827
2454178.5229007597,14.561
2454178.5234007593,14.529
2454178.5237007597,14.548
2454178.5240007597,14.515
2454178.5242007594,14.563
2454178.5243007597,14.584
2454178.5245007593,14.629
2454178.5246007596,14.624
2454178.5249007596,14.530
2454178.5252007595,14.484
2454178.5255007595,14.572
2454178.5257007596,14.518
2454178.5258007594,14.710
2454178.5261007594,14.413
2454178.5263007595,14.592
2454178.5267007593,14.521
2454178.5269007594,14.495
2454178.5270007597,14.598
2454178.5272007594,14.637
2454178.5273007597,14.593
2454178.5276007596,14.676
2454178.5278007593,14.587
2454178.5281007597,14.627
2454178.5282007596,14.587
2454178.5285007595,14.524
2454178.5287007596,14.593
2454178.5291007594,14.630
2454178.5293007595,14.601
2454178.5294007594,14.481
2454178.5296007595,14.525
2454178.5299007595,14.528
2454178.5300007598,14.489
2454178.5305007594,14.581
2454178.5314007597,14.508
2454178.5320007596,14.433
2454178.5323007596,14.509
2454178.5324007594,14.538
2454178.5326007595,14.479
2454178.5332007594,14.442
2454178.5335007594,14.406
2454178.5337007595,14.377
2454178.5340007595,14.368
2454178.5343007594,14.385
2454178.5344007597,14.186
2454178.5346007594,14.313
2454178.5347007597,14.289
2454178.5349007593,14.288
2454178.5350007596,14.286
2454178.5352007593,14.315
2454178.5353007596,14.275
2454178.5355007597,14.277
2454178.5357007594,14.168
2454178.5358007597,14.246
2454178.5360007593,14.222
2454178.5361007596,14.294
2454178.5366007597,14.155
2454178.5367007595,14.175
2454178.5372007596,14.281
2454178.5375007596,14.199
2454178.5377007597,14.304
2454178.5378007595,14.154
2454178.5380007597,14.176
2454178.5381007595,14.203
2454178.5383007596,14.243
2454178.5384007595,14.168
2454178.5386007596,14.191
2454178.5390007594,14.186
2454178.5392007595,14.068
2454178.5393007593,14.125
2454178.5399007597,14.266
2454178.5401007594,14.186
2454178.5404007593,14.159
2454178.5405007596,14.241
2454178.5407007597,14.270
2454178.5411007595,14.230
2454178.5413007597,14.130
2454178.5414007595,14.134
2454178.5416007596,14.121
2454178.5421007597,14.185
2454178.5422007595,14.119
2454178.5424007596,14.125
2454178.5425007595,14.093
2454178.5427007596,14.127
2454178.5428007594,14.142
2454178.5430007596,14.131
2454178.5433007595,14.105
2454178.5434007593,14.050
2454178.5436007595,14.059
2454178.5437007593,14.030
2454178.5439007594,14.160
2454178.5440007597,14.072
2454178.5443007597,14.140
2454178.5446007596,13.995
2454178.5449007596,14.053
2454178.5451007597,14.045
2454178.5454007597,14.078
2454178.5460007596,13.992
2454178.5461007594,14.193
2454178.5463007595,14.200
2454178.5467007593,13.926
2454178.5469007595,14.206
2454178.5470007597,14.267
2454178.5472007594,14.054
2454178.5473007597,14.202
2454178.5475007594,14.106
2454178.5476007597,14.245
2454178.5481007597,14.156
2454178.5482007596,14.068
2454178.5495007597,14.119
2454178.5498007596,13.966
2454178.5500007593,13.946
2454178.5501007596,14.193
2454178.5502007594,14.056
2454178.5504007596,14.178
2454178.5507007595,14.373
2454178.5508007593,14.084
2454178.5524007594,14.162
2454178.5528007597,14.084
2454178.5531007596,14.270
2454178.5533007598,14.018
2454178.5534007596,14.032
2454178.5537007595,14.111
2454178.5539007597,14.133
2454179.5168007594,14.956
2454179.5170007595,14.927
2454179.5171007593,14.987
2454179.5173007594,14.955
2454179.5174007597,14.991
2454179.5176007594,15.066
2454179.5177007597,15.061
2454179.5179007594,15.042
2454179.5180007597,15.111
2454179.5182007593,15.108
2454179.5183007596,15.066
2454179.5185007597,15.164
2454179.5186007596,15.278
2454179.5188007597,15.139
2454179.5189007595,15.247
2454179.5191007596,15.302
2454179.5192007595,15.327
2454179.5194007596,15.241
2454179.5195007594,15.388
2454179.5197007596,15.390
2454179.5198007594,15.485
2454179.5200007595,15.479
2454179.5201007593,15.420
2454179.5203007595,15.384
2454179.5204007598,15.692
2454179.5206007594,15.511
2454179.5207007597,15.662
2454179.5209007594,15.606
2454179.5212007593,15.412
2454179.5213007596,15.501
2454179.5215007598,15.548
2454179.5216007596,15.522
2454179.5218007597,15.547
2454179.5219007595,15.557
2454179.5222007595,15.608
2454179.5224007596,15.518
2454179.5225007595,15.528
2454179.5227007596,15.485
2454179.5228007594,15.598
2454179.5230007595,15.472
2454179.5231007594,15.595
2454179.5233007595,15.539
2454179.5234007593,15.430
2454179.5236007595,15.306
2454179.5238007596,15.372
2454179.5239007594,15.452
2454179.5241007595,15.415
2454179.5242007594,15.318
2454179.5244007595,15.274
2454179.5245007593,15.171
2454179.5247007594,15.119
2454179.5248007597,15.158
2454179.5250007594,15.093
2454179.5251007597,15.030
2454179.5253007594,15.118
2454179.5254007597,15.085
2454179.5256007593,15.051
2454179.5257007596,14.965
2454179.5259007597,14.850
2454179.5260007596,14.924
2454179.5262007597,14.777
2454179.5263007595,14.887
2454179.5265007596,14.810
2454179.5266007595,14.874
2454179.5268007596,14.756
2454179.5269007594,14.830
2454179.5271007596,14.784
2454179.5273007597,14.701
2454179.5274007595,14.630
2454179.5276007596,14.710
2454179.5277007595,14.650
2454179.5279007596,14.602
2454179.5280007594,14.608
2454179.5288007595,14.548
2454179.5291007594,14.531
2454179.5292007597,14.515
2454179.5294007594,14.470
2454179.5295007597,14.546
2454179.5297007593,14.483
2454179.5298007596,14.483
2454179.5300007598,14.481
2454179.5304007595,14.500
2454179.5306007597,14.588
2454179.5307007595,14.537
2454179.5310007595,14.480
2454179.5312007596,14.553
2454179.5313007594,14.497
2454179.5316007594,14.486
2454179.5318007595,14.350
2454179.5319007593,14.383
2454179.5321007594,14.374
2454179.5322007597,14.410
2454179.5324007594,14.420
2454179.5325007597,14.390
2454179.5327007594,14.398
2454179.5329007595,14.439
2454179.5330007593,14.433
2454179.5332007594,14.387
2454179.5333007597,14.395
2454179.5335007594,14.483
2454179.5336007597,14.450
2454179.5338007594,14.506
2454179.5339007596,14.396
2454179.5342007596,14.417
2454179.5344007597,14.408
2454179.5345007596,14.518
2454179.5347007597,14.437
2454179.5348007595,14.488
2454179.5350007596,14.437
2454179.5351007595,14.412
2454179.5353007596,14.299
2454179.5354007594,14.370
2454179.5356007596,14.374
2454179.5357007594,14.370
2454179.5359007595,14.491
2454179.5360007593,14.456
2454179.5363007598,14.364
2454179.5365007594,14.433
2454179.5366007597,14.348
2454179.5369007597,14.397
2454179.5374007598,14.365
2454179.5375007596,14.351
2454179.5377007597,14.309
2454179.5378007595,14.383
2454179.5380007597,14.344
2454179.5383007596,14.345
2454179.5397007596,14.367
2454179.5398007594,14.313
2454179.5400007595,14.294
2454179.5401007594,14.396
2454179.5403007595,14.365
2454179.5404007593,14.358
2454179.5406007594,14.446
2454179.5407007597,14.328
2454179.5409007594,14.443
2454179.5412007594,14.294
2454179.5413007597,14.302
2454179.5415007593,14.270
2454179.5416007596,14.324
2454179.5418007597,14.317
2454179.5419007596,14.358
2454179.5421007597,14.304
2454179.5422007595,14.433
2454179.5424007596,14.278
2454179.5425007595,14.426
2454179.5427007596,14.327
2454179.5428007594,14.361
2454179.5433007595,14.376
2454179.5434007593,14.447
2454179.5436007595,14.434
2454179.5437007593,14.443
2454179.5440007597,14.441
2454179.5442007594,14.479
2454179.5443007597,14.544
2454179.5445007593,14.465
2454179.5446007596,14.487
2454179.5448007598,14.498
2454179.5449007596,14.463
2454179.5451007597,14.423
2454179.5452007595,14.470
2454179.5454007597,14.447
2454179.5455007595,14.532
2454179.5457007596,14.517
2454179.5458007595,14.586
2454179.5463007595,14.572
2454179.5464007594,14.583
2454179.5466007595,14.479
2454179.5468007596,14.623
2454179.5469007595,14.586
2454179.5472007594,14.518
2454179.5474007595,14.658
2454179.5475007594,14.608
2454179.5477007595,14.562
2454179.5478007593,14.555
2454179.5480007594,14.535
2454179.5481007597,14.601
2454179.5483007594,14.494
2454179.5484007597,14.594
2454179.5486007594,14.515
2454179.5487007597,14.643
2454179.5489007593,14.593
2454179.5490007596,14.597
2454179.5492007597,14.559
2454179.5493007596,14.516
2454179.5495007597,14.552
2454179.5496007595,14.558
2454179.5498007596,14.553
2454179.5499007595,14.562
2454179.5501007596,14.559
2454179.5502007594,14.515
2454179.5504007596,14.526
2454179.5505007594,14.456
2454179.5507007595,14.505
2454179.5508007593,14.476
2454179.5510007595,14.492
2454179.5511007593,14.342
2454179.5513007594,14.540
2454179.5514007597,14.377
2454179.5516007594,14.559
2454179.5517007597,14.486
2454179.5519007593,14.453
2454179.5520007596,14.504
2454179.5522007598,14.460
2454179.5523007596,14.585
2454179.5525007597,14.458
2454179.5526007595,14.450
2454179.5528007597,14.448
2454179.5530007593,14.535
2454179.5533007598,14.450
2454179.5534007596,14.362
2454179.5536007597,14.526
2454179.5537007595,14.504
2454179.5539007597,14.517
2454179.5541007593,14.448
2454179.5542007596,14.453
2454179.5545007596,14.406
2454179.5548007595,14.574
2454179.5550007597,14.460
2454179.5555007597,14.484
2454179.5556007596,14.541
2454179.5558007597,14.518
2454179.5559007595,14.436
2454179.5561007597,14.496
2454179.5562007595,14.471
2454179.5564007596,14.498
2454179.5565007594,14.491
2454179.5567007596,14.526
2454179.5568007594,14.652
2454179.5570007595,14.537
2454179.5571007594,14.559
2454179.5573007595,14.645
2454179.5574007593,14.605
2454179.5576007594,14.645
2454179.5577007597,14.586
2454179.5579007594,14.642
2454179.5580007597,14.616
2454179.5582007593,14.603
2454179.5583007596,14.610
2454179.5585007593,14.645
2454179.5588007597,14.641
2454179.5589007596,14.654
2454179.5591007597,14.577
2454179.5592007595,14.651
2454179.5594007596,14.668
2454179.5595007595,14.698
2454179.5597007596,14.639
2454179.5598007594,14.711
2454179.5601007594,14.579
2454179.5603007595,14.614
2454179.5604007593,14.586
2454179.5606007595,14.665
2454179.5607007598,14.609
2454179.5609007594,14.693
2454179.5610007597,14.588
2454179.5612007594,14.648
2454179.5613007597,14.711
2454179.5615007593,14.715
2454179.5616007596,14.636
2454179.5618007598,14.824
2454179.5620007594,14.664
2454179.5621007597,14.657
2454179.5623007594,14.664
2454179.5624007597,14.663
2454179.5627007596,14.654
2454179.5629007597,14.587
2454179.5632007597,14.594
2454179.5634007594,14.703
2454179.5635007597,14.644
2454179.5637007593,14.661
2454179.5638007596,14.696
2454179.5640007597,14.635
2454179.5642007594,14.700
2454179.5643007597,14.763
2454179.5645007594,14.667
2454179.5646007597,14.651
2454179.5648007593,14.575
2454179.5649007596,14.715
2454179.5651007597,14.728
2454179.5654007597,14.732
2454179.5655007595,14.670
2454179.5657007596,14.694
2454179.5658007595,14.644
2454179.5660007596,14.672
2454179.5661007594,14.571
2454179.5663007596,14.724
2454179.5664007594,14.746
2454179.5666007595,14.785
2454179.5669007595,14.614
2454179.5671007596,14.775
2454179.5683007594,14.659
2454179.5684007597,14.634
2454179.5686007594,14.613
2454179.5687007597,14.710
2454179.5689007593,14.621
2454179.5690007596,14.675
2454179.5692007598,14.746
2454179.5693007596,14.661
2454179.5695007597,14.649
2454179.5696007595,14.784
2454179.5698007597,14.663
2454179.5699007595,14.681
2454179.5702007595,14.811
2454179.5704007596,14.722
2454179.5705007594,14.690
2454179.5707007595,14.648
2454179.5708007594,14.754
2454179.5710007595,14.619
2454179.5711007593,14.764
2454179.5714007597,14.720
2454179.5716007594,14.806
2454179.5717007597,14.693
2454179.5719007594,14.734
2454179.5720007597,14.850
2454179.5723007596,14.790
2454179.5725007597,14.733
2454179.5728007597,14.725
2454179.5729007595,14.791
2454179.5731007596,14.677
2454179.5735007594,14.701
2454179.5737007596,14.686
2454179.5738007594,14.732
2454179.5740007595,14.799
2454179.5741007593,14.818
2454179.5743007595,14.854
2454179.5744007593,14.688
2454179.5746007594,14.832
2454179.5747007597,14.757
2454179.5750007597,14.700
2454179.5752007593,14.688
2454179.5753007596,14.754
2454179.5761007597,14.767
2454179.5762007595,14.700
2454179.5764007596,14.755
2454179.5765007595,14.752
2454179.5767007596,14.717
2454179.5768007594,14.739
2454179.5770007595,14.747
2454179.5771007594,14.701
2454179.5773007595,14.737
2454179.5774007593,14.702
2454179.5776007595,14.846
2454179.5777007597,14.799
2454179.5782007594,14.694
2454179.5785007593,14.691
2454179.5786007596,14.832
2454179.5788007597,14.866
2454179.5789007596,14.839
2454179.5792007595,14.851
2454179.5794007597,14.835
2454179.5796007593,14.829
2454179.5799007597,14.834
2454179.5800007596,14.807
2454179.5802007597,14.860
2454179.5803007595,14.824
2454179.5806007595,14.767
2454179.5809007594,14.811
2454179.5811007596,14.854
2454179.5812007594,14.812
2454179.5814007595,14.852
2454179.5815007593,14.921
2454179.5817007595,14.990
2454179.5818007593,14.974
2454179.5820007594,14.884
2454179.5821007597,14.989
2454179.5824007597,14.921
2454179.5826007593,14.974
2454179.5827007596,14.886
2454179.5829007598,14.853
2454179.5830007596,14.964
2454179.5832007597,15.109
2454179.5833007596,14.952
2454179.5835007597,14.985
2454179.5836007595,14.894
2454179.5838007596,14.878
2454179.5839007595,14.906
2454179.5841007596,14.846
2454179.5842007594,14.927
2454179.5844007595,14.961
2454179.5847007595,14.917
2454179.5848007593,14.989
2454179.5850007595,14.836
2454179.5851007598,14.952
2454179.5853007594,14.983
2454179.5854007597,15.094
2454179.5856007594,14.905
2454179.5858007595,14.950
2454179.5861007595,14.926
2454179.5862007597,14.874
2454179.5864007594,14.891
2454179.5865007597,14.994
2454179.5867007594,14.874
2454179.5868007597,14.997
2454179.5870007593,15.043
2454179.5872007594,14.972
2454179.5873007597,14.960
2454179.5875007594,14.983
2454179.5876007597,14.852
2454179.5879007597,14.912
2454179.5881007593,14.877
2454179.5883007594,14.809
2454179.5884007597,14.895
2454179.5886007594,14.859
2454179.5887007597,14.969
2454179.5889007594,15.004
2454179.5892007593,14.858
2454179.5894007594,14.751
2454179.5895007597,14.805
2454179.5897007594,14.860
2454179.5900007593,14.760
2454179.5901007596,14.839
2454179.5903007593,14.842
2454179.5904007596,14.759
2454179.5906007597,14.909
2454179.5908007594,14.865
2454179.5909007597,14.837
2454179.5911007593,14.791
2454179.5912007596,14.873
2454179.5914007598,14.889
2454179.5915007596,14.878
2454179.5917007597,14.873
2454179.5957007594,14.862
2454179.5959007596,14.900
2454179.5960007594,14.764
2454179.5962007595,14.691
2454179.5963007594,14.764
2454179.5965007595,14.812
2454179.5966007593,14.797
2454179.5968007594,14.809
2454179.5969007597,14.770
2454179.5971007594,14.849
2454179.5972007597,14.818
2454179.5974007593,14.739
2454179.5975007596,14.765
2454179.5978007596,14.768
2454179.5980007597,14.840
2454179.5982007594,14.883
2454179.5983007597,14.829
2454179.5985007593,14.896
2454179.5986007596,14.759
2454179.5988007598,14.950
2454179.5989007596,14.807
2454179.5991007597,14.900
2454179.5992007595,14.742
2454179.5994007597,14.799
2454179.5995007595,14.824
2454179.5997007596,14.768
2454179.5998007595,14.807
2454179.6000007596,14.868
2454179.6001007594,14.822
2454179.6003007595,14.896
2454179.6004007594,14.831
2454179.6006007595,14.793
2454179.6025007595,15.051
2454179.6027007597,15.018
2454179.6028007595,15.018
2454179.6030007596,15.125
2454179.6114007593,14.897
2454179.6116007594,14.937
2454179.6117007597,14.912
2454179.6146007595,14.504
2454179.6147007598,14.581
2454179.6149007594,14.543
2454179.6150007597,14.570
2454179.6152007594,14.576
2454179.6153007597,14.609
2454179.6155007593,14.585
2454179.6159007596,14.657
2454179.6161007597,14.479
2454179.6162007595,14.514
2454179.6164007597,14.526
2454179.6165007595,14.639
2454179.6167007596,14.503
2454179.6168007595,14.563
2454179.6170007596,14.555
2454179.6171007594,14.525
2454179.6173007595,14.535
2454179.6174007594,14.441
2454179.6176007595,14.572
2454179.6177007593,14.530
2454179.6179007594,14.534
2454179.6180007597,14.557
2454179.6182007594,14.514
2454179.6184007595,14.416
2454179.6185007594,14.535
2454179.6187007595,14.445
2454179.6188007593,14.544
2454179.6190007594,14.625
2454179.6191007597,14.463
2454179.6193007594,14.510
2454179.6194007597,14.534
2454179.6196007594,14.414
2454179.6197007596,14.522
2454179.6199007593,14.403
