index,Time,Flux
141,2459500.3821152775,1.0920456647872925
142,2459500.3835041667,1.1180726289749146
143,2459500.3848930555,1.1294118165969849
144,2459500.3862819443,1.119747281074524
145,2459500.387670833,1.110350489616394
146,2459500.389059722,1.12673819065094
147,2459500.3904486108,1.1138992309570312
148,2459500.3918375,1.0910662412643433
149,2459500.393226389,1.1278926134109497
150,2459500.3946152776,1.1148080825805664
151,2459500.3960041665,1.1354283094406128
152,2459500.3973930553,1.1029154062271118
153,2459500.3987819445,1.1151999235153198
154,2459500.4001708333,1.1294398307800293
155,2459500.401559722,1.094124674797058
156,2459500.402948611,1.1268389225006104
157,2459500.4043374998,1.1257823705673218
158,2459500.4057263886,1.1056853532791138
159,2459500.407115278,1.1054705381393433
160,2459500.4085041666,1.1173381805419922
161,2459500.4098930554,1.1179581880569458
162,2459500.4112819443,1.0911940336227417
163,2459500.412670833,1.075162649154663
164,2459500.4140597223,1.0871312618255615
165,2459500.415448611,1.07114839553833
166,2459500.4168375,1.0526477098464966
167,2459500.4182263887,1.0914483070373535
168,2459500.4196152776,1.0580114126205444
169,2459500.4210041664,1.0390105247497559
170,2459500.4223930556,1.042413592338562
171,2459500.4237819444,1.0978659391403198
172,2459500.4251708332,1.0901341438293457
173,2459500.426559722,1.060689926147461
174,2459500.427948611,1.0675874948501587
175,2459500.4293374997,1.057420253753662
176,2459500.430726389,1.0669411420822144
177,2459500.4321152777,1.0497381687164307
178,2459500.4335041665,1.0409260988235474
179,2459500.4348930554,1.0405365228652954
180,2459500.436281944,1.053445816040039
181,2459500.4376708334,1.0486268997192383
182,2459500.4390597222,1.0429879426956177
183,2459500.440448611,1.0202021598815918
184,2459500.4418375,1.018904685974121
185,2459500.4432263887,1.00132417678833
186,2459500.4446152775,1.0005035400390625
187,2459500.4460041667,1.0074833631515503
188,2459500.4473930555,0.9756723642349243
189,2459500.4487819443,0.9373343586921692
190,2459500.450170833,0.9377395510673523
191,2459500.451559722,0.906764030456543
192,2459500.4529486108,0.8656914234161377
193,2459500.4543375,0.8492188453674316
194,2459500.455726389,0.7767011523246765
195,2459500.4571152776,0.7316858768463135
196,2459500.4585041665,0.6795891523361206
197,2459500.4598930553,0.6476866006851196
198,2459500.4612819445,0.6166085004806519
199,2459500.4626708333,0.5603032112121582
200,2459500.464059722,0.5669377446174622
201,2459500.465448611,0.5127180218696594
202,2459500.4668374998,0.5049814581871033
203,2459500.4682263886,0.48390090465545654
204,2459500.469615278,0.4707801043987274
205,2459500.4710041666,0.4512184262275696
206,2459500.4723930554,0.46050122380256653
207,2459500.4737819443,0.4706358313560486
208,2459500.475170833,0.47914448380470276
209,2459500.4765597223,0.4983557164669037
210,2459500.477948611,0.5047897696495056
211,2459500.4793375,0.555972695350647
212,2459500.4807263887,0.573471188545227
213,2459500.4821152776,0.6387248635292053
214,2459500.4835041664,0.6816920638084412
215,2459500.4848930556,0.6910809874534607
216,2459500.4862819444,0.7894989252090454
217,2459500.4876708332,0.8214154243469238
218,2459500.489059722,0.839102566242218
219,2459500.490448611,0.8931123614311218
220,2459500.4918374997,0.9064026474952698
221,2459500.493226389,0.90522700548172
222,2459500.4946152777,0.9245790243148804
223,2459500.4960041665,0.94028240442276
224,2459500.4973930554,0.9497515559196472
225,2459500.498781944,0.96804279088974
226,2459500.5001708334,0.9889940023422241
227,2459500.5015597222,0.996665358543396
228,2459500.502948611,1.0239914655685425
229,2459500.5043375,1.019941806793213
230,2459500.5057263887,1.0528554916381836
231,2459500.5071152775,1.065290093421936
232,2459500.5085041667,1.045514464378357
233,2459500.5098930555,1.0723975896835327
234,2459500.5112819443,1.0613079071044922
235,2459500.512670833,1.0726450681686401
236,2459500.514059722,1.072041392326355
237,2459500.5154486108,1.0739498138427734
238,2459500.5168375,1.0845447778701782
239,2459500.518226389,1.0654852390289307
240,2459500.5196152776,1.0770565271377563
241,2459500.5210041665,1.062882661819458
242,2459500.5223930553,1.08029043674469
243,2459500.5237819445,1.0887367725372314
244,2459500.5251708333,1.098310112953186
245,2459500.526559722,1.0688873529434204
246,2459500.527948611,1.0747917890548706
247,2459500.5293374998,1.0720688104629517
248,2459500.5307263886,1.0624545812606812
249,2459500.532115278,1.0850467681884766
250,2459500.5335041666,1.0731053352355957
251,2459500.5348930554,1.078433871269226
252,2459500.5362819443,1.0816397666931152
253,2459500.537670833,1.0611534118652344
254,2459500.5390597223,1.0761059522628784
255,2459500.540448611,1.0728212594985962
256,2459500.5418375,1.0750949382781982
257,2459500.5432263887,1.0794497728347778
258,2459500.5446152776,1.0679851770401
259,2459500.5460041664,1.068796992301941
260,2459500.5473930556,1.0688660144805908
261,2459500.5487819444,1.1005339622497559
262,2459500.5501708332,1.080641746520996
263,2459500.551559722,1.0850037336349487
264,2459500.552948611,1.0775967836380005
265,2459500.5543374997,1.072013258934021
266,2459500.555726389,1.0702824592590332
267,2459500.5571152777,1.0701581239700317
268,2459500.5585041665,1.0696666240692139
269,2459500.5598930554,1.0937687158584595
270,2459500.561281944,1.101394534111023
271,2459500.5626708334,1.0795588493347168
272,2459500.5640597222,1.0865530967712402
273,2459500.565448611,1.0735524892807007
274,2459500.5668375,1.0560240745544434
275,2459500.5682263887,1.0728192329406738
276,2459500.5696152775,1.0802912712097168
277,2459500.5710041667,1.0887430906295776
278,2459500.5723930555,1.056654453277588
279,2459500.5737819443,1.0574568510055542
280,2459500.575170833,1.0643593072891235
281,2459500.576559722,1.0631110668182373
282,2459500.5779486108,1.0421167612075806
283,2459500.5793375,1.0419026613235474
284,2459500.580726389,1.0265105962753296
285,2459500.5821152776,1.0298740863800049
286,2459500.5835041665,1.0453835725784302
287,2459500.5848930553,1.0579774379730225
288,2459500.5862819445,1.0584713220596313
289,2459500.5876708333,1.0590300559997559
290,2459500.589059722,1.028908371925354
291,2459500.590448611,1.038785696029663
292,2459500.5918374998,1.0183236598968506
293,2459500.5932263886,1.0327070951461792
294,2459500.594615278,1.0147660970687866
295,2459500.5960041666,0.979144811630249
296,2459500.5973930554,0.9847949147224426
297,2459500.5987819443,0.9467959403991699
298,2459500.600170833,0.9523066282272339
299,2459500.6015597223,0.956712007522583
300,2459500.602948611,0.9405516982078552
301,2459500.6043375,0.9404363036155701
302,2459500.6057263887,0.9406620264053345
303,2459500.6071152776,0.9239150881767273
304,2459500.6085041664,0.9246901869773865
305,2459500.6098930556,0.9205700755119324
306,2459500.6112819444,0.8908830881118774
307,2459500.6126708332,0.8995121121406555
308,2459500.614059722,0.8401690125465393
309,2459500.615448611,0.9098230600357056
310,2459500.6168374997,0.8495349884033203
311,2459500.618226389,0.8682194352149963
312,2459500.6196152777,0.880577802658081
313,2459500.6210041665,0.889229416847229
314,2459500.6223930554,0.8827496767044067
315,2459500.623781944,0.8723791837692261
316,2459500.6251708334,0.8772746920585632
317,2459500.6265597222,0.9077490568161011
318,2459500.627948611,0.8663563132286072
319,2459500.6293375,0.8864568471908569
320,2459500.6307263887,0.908987283706665
321,2459500.6321152775,0.8979423642158508
322,2459500.6335041667,0.9130200743675232
323,2459500.6348930555,0.9137864112854004
324,2459500.6362819443,0.940398633480072
325,2459500.637670833,0.9411052465438843
326,2459500.639059722,0.9593281745910645
327,2459500.6404486108,0.9698798656463623
328,2459500.6418375,0.9825913906097412
329,2459500.643226389,0.9824515581130981
330,2459500.6446152776,0.9778034090995789
331,2459500.6460041665,1.0014679431915283
332,2459500.6473930553,1.03650963306427
333,2459500.6487819445,1.0409600734710693
334,2459500.6501708333,1.015667200088501
335,2459500.651559722,1.045981764793396
336,2459500.652948611,1.0417577028274536
337,2459500.6543374998,1.0613473653793335
338,2459500.6557263886,1.0730621814727783
339,2459500.657115278,1.0397006273269653
340,2459500.6585041666,1.0423516035079956
341,2459500.6598930554,1.0467758178710938
342,2459500.6612819443,1.0729339122772217
343,2459500.662670833,1.044291615486145
344,2459500.6640597223,1.0567374229431152
345,2459500.665448611,1.0471256971359253
346,2459500.6668375,1.0662310123443604
347,2459500.6682263887,1.0570347309112549
348,2459500.6696152776,1.0697640180587769
349,2459500.6710041664,1.0809786319732666
350,2459500.6723930556,1.0939983129501343
351,2459500.6737819444,1.0824642181396484
352,2459500.6751708332,1.0869364738464355
353,2459500.676559722,1.0853867530822754
354,2459500.677948611,1.0867480039596558
355,2459500.6793374997,1.0712913274765015
356,2459500.680726389,1.116747260093689
357,2459500.6821152777,1.083626627922058
358,2459500.6835041665,1.1103755235671997
359,2459500.6848930554,1.0968024730682373
360,2459500.686281944,1.0926984548568726
361,2459500.6876708334,1.0951162576675415
362,2459500.6890597222,1.0954281091690063
363,2459500.690448611,1.0946816205978394
364,2459500.6918375,1.075494647026062
365,2459500.6932263887,1.0993894338607788
366,2459500.6946152775,1.1063032150268555
367,2459500.6960041667,1.1199307441711426
368,2459500.6973930555,1.0875234603881836
369,2459500.6987819443,1.1103847026824951
370,2459500.700170833,1.1271555423736572
371,2459500.701559722,1.1211614608764648
372,2459500.7029486108,1.1138252019882202
373,2459500.7043375,1.0941637754440308
374,2459500.705726389,1.1070458889007568
375,2459500.7071152776,1.1074825525283813
376,2459500.7085041665,1.090928316116333
377,2459500.7098930553,1.102478265762329
378,2459500.7112819445,1.087884783744812
379,2459500.7126708333,1.0828232765197754
380,2459500.714059722,1.070773720741272
381,2459500.715448611,1.0932697057724
382,2459500.7168374998,1.090601921081543
383,2459500.7182263886,1.0867120027542114
384,2459500.719615278,1.0920360088348389
385,2459500.7210041666,1.0758262872695923
386,2459500.7223930554,1.0783714056015015
387,2459500.7237819443,1.0768674612045288
388,2459500.725170833,1.0737932920455933
389,2459500.7265597223,1.0668219327926636
390,2459500.727948611,1.0668394565582275
391,2459500.7293375,1.039722204208374
392,2459500.7307263887,1.0458998680114746
393,2459500.7321152776,1.027649164199829
394,2459500.7335041664,1.0300140380859375
395,2459500.7348930556,1.0446110963821411
396,2459500.7362819444,1.024993896484375
397,2459500.7376708332,1.0288190841674805
398,2459500.739059722,1.0234851837158203
399,2459500.740448611,1.0060253143310547
400,2459500.7418374997,1.0104769468307495
401,2459500.743226389,0.9898011684417725
402,2459500.7446152777,0.9811793565750122
403,2459500.7460041665,0.9689379334449768
404,2459500.7473930554,0.9683332443237305
405,2459500.748781944,0.9493557214736938
406,2459500.7501708334,0.9387795329093933
407,2459500.7515597222,0.9215521812438965
408,2459500.752948611,0.873242974281311
409,2459500.7543375,0.8159275650978088
410,2459500.7557263887,0.7807716131210327
411,2459500.7571152775,0.7461835145950317
412,2459500.7585041667,0.66806960105896
413,2459500.7598930555,0.6472453474998474
414,2459500.7612819443,0.5707877278327942
415,2459500.762670833,0.5238870978355408
416,2459500.764059722,0.5253063440322876
417,2459500.7654486108,0.5042896866798401
418,2459500.7668375,0.4776995778083801
419,2459500.768226389,0.46185171604156494
420,2459500.7696152776,0.4540330767631531
421,2459500.7710041665,0.42641687393188477
422,2459500.7723930553,0.42126956582069397
423,2459500.7737819445,0.44556376338005066
424,2459500.7751708333,0.4373328685760498
425,2459500.776559722,0.460598349571228
426,2459500.777948611,0.4853358566761017
427,2459500.7793374998,0.5269454121589661
428,2459500.7807263886,0.5441908240318298
429,2459500.782115278,0.5842932462692261
430,2459500.7835041666,0.6382614970207214
431,2459500.7848930554,0.668555498123169
432,2459500.7862819443,0.7204980850219727
433,2459500.787670833,0.7832269668579102
434,2459500.7890597223,0.824255645275116
435,2459500.790448611,0.8503605127334595
436,2459500.7918375,0.8864358067512512
437,2459500.7932263887,0.8992881178855896
438,2459500.7946152776,0.9314945936203003
439,2459500.7960041664,0.9425381422042847
440,2459500.7973930556,0.9663801789283752
441,2459500.7987819444,0.9690592885017395
442,2459500.8001708332,0.9725725054740906
443,2459500.801559722,0.9956979155540466
444,2459500.802948611,1.0144503116607666
445,2459500.8043374997,1.0294007062911987
446,2459500.805726389,1.0693360567092896
447,2459500.8071152777,1.0500770807266235
448,2459500.8085041665,1.0539954900741577
449,2459500.8098930554,1.0684162378311157
450,2459500.811281944,1.0749024152755737
451,2459500.8126708334,1.0726637840270996
452,2459500.8140597222,1.0742474794387817
453,2459500.815448611,1.0810341835021973
454,2459500.8168375,1.0812970399856567
455,2459500.8182263887,1.0780850648880005
456,2459500.8196152775,1.0677781105041504
457,2459500.8210041667,1.084514856338501
458,2459500.8223930555,1.091537594795227
459,2459500.8237819443,1.0850034952163696
460,2459500.825170833,1.08217453956604
461,2459500.826559722,1.1026134490966797
462,2459500.8279486108,1.099639654159546
463,2459500.8293375,1.1162947416305542
464,2459500.830726389,1.11811101436615
465,2459500.8321152776,1.0865099430084229
466,2459500.8335041665,1.1005456447601318
467,2459500.8348930553,1.1094990968704224
468,2459500.8362819445,1.1026030778884888
469,2459500.8376708333,1.105191946029663
470,2459500.839059722,1.1082336902618408
471,2459500.840448611,1.1048213243484497
472,2459500.8418374998,1.1019765138626099
473,2459500.8432263886,1.1047163009643555
474,2459500.844615278,1.1118196249008179
475,2459500.8460041666,1.1074318885803223
476,2459500.8473930554,1.127284288406372
477,2459500.8487819443,1.1192924976348877
478,2459500.850170833,1.1256723403930664
479,2459500.8515597223,1.1113907098770142
480,2459500.852948611,1.1342507600784302
481,2459500.8543375,1.124815821647644
482,2459500.8557263887,1.1214286088943481
483,2459500.8571152776,1.1120998859405518
484,2459500.8585041664,1.1074767112731934
485,2459500.8598930556,1.0996311902999878
486,2459500.8612819444,1.1043941974639893
487,2459500.8626708332,1.071199893951416
488,2459500.864059722,1.0741641521453857
489,2459500.865448611,1.063925862312317
490,2459500.8668374997,1.0840070247650146
491,2459500.868226389,1.0799305438995361
492,2459500.8696152777,1.0740147829055786
493,2459500.8710041665,1.0559507608413696
494,2459500.8723930554,1.0647120475769043
495,2459500.873781944,1.0391422510147095
496,2459500.8751708334,1.041599154472351
497,2459500.8765597222,1.049126386642456
498,2459500.877948611,1.0513559579849243
499,2459500.8793375,1.0509814023971558
500,2459500.8807263887,1.0702729225158691
501,2459500.8821152775,1.0482124090194702
502,2459500.8835041667,1.0456475019454956
503,2459500.8848930555,1.0361219644546509
504,2459500.8862819443,1.0502946376800537
505,2459500.887670833,1.0314362049102783
506,2459500.889059722,1.0481353998184204
507,2459500.8904486108,1.0513219833374023
508,2459500.8918375,1.0290552377700806
509,2459500.893226389,1.0357338190078735
510,2459500.8946152776,1.0175975561141968
511,2459500.8960041665,0.9925088286399841
512,2459500.8973930553,1.0163545608520508
513,2459500.8987819445,0.9743874073028564
514,2459500.9001708333,0.9865970015525818
515,2459500.901559722,0.9834535717964172
516,2459500.902948611,0.9813230037689209
517,2459500.9043374998,0.9750000834465027
518,2459500.9057263886,0.9648494720458984
519,2459500.907115278,0.9960696697235107
520,2459500.9085041666,0.9435263276100159
521,2459500.9098930554,0.959320068359375
522,2459500.9112819443,0.9330481290817261
523,2459500.912670833,0.9242454767227173
524,2459500.9140597223,0.9387702941894531
525,2459500.915448611,0.933193564414978
526,2459500.9168375,0.9348751306533813
527,2459500.9182263887,0.9246342182159424
