,time
21396,2480.193102239989
21397,2480.194491262609
21398,2480.1958802852864
21399,2480.197269307907
21400,2480.1986583305265
21401,2480.200047353204
21402,2480.201436375823
21403,2480.2028253984427
21404,2480.2042144211205
21405,2480.2056034437396
21406,2480.2069924663597
21407,2480.208381488979
21408,2480.209770511599
21409,2480.211159534218
21410,2480.212548556838
21411,2480.2139375794573
21412,2480.2153266020778
21413,2480.2167156246983
21414,2480.218104647317
21415,2480.2194936699357
21416,2480.220882692555
21417,2480.222271715175
21418,2480.223660737794
21419,2480.225049760356
21420,2480.226438782975
21421,2480.227827805595
21422,2480.2292168282142
21423,2480.230605850776
21424,2480.2319948733953
21425,2480.233383895957
21426,2480.234772918577
21427,2480.236161941197
21428,2480.237550963758
21429,2480.2389399863764
21430,2480.2403290089383
21431,2480.241718031499
21432,2480.2431070541193
21433,2480.24449607668
21434,2480.2458850993003
21435,2480.247274121861
21436,2480.248663144423
21437,2480.250052166984
21438,2480.251441189604
21439,2480.252830212166
21440,2480.2542192347278
21441,2480.2556082572887
21442,2480.2569972798497
21443,2480.2583863024106
21444,2480.2597753249715
21445,2480.2611643475334
21446,2480.2625533700943
21447,2480.263942392656
21448,2480.265331415217
21449,2480.266720437779
21450,2480.26810946034
21451,2480.2694984829013
21452,2480.270887505463
21453,2480.2722765280255
21454,2480.273665550528
21455,2480.27505457309
21456,2480.2764435956506
21457,2480.277832618153
21458,2480.2792216407147
21459,2480.2806106632756
21460,2480.2819996857793
21461,2480.28338870834
21462,2480.284777730844
21463,2480.286166753405
21464,2480.2875557759075
21465,2480.2889447984694
21466,2480.290333820973
21467,2480.291722843535
21468,2480.2931118660385
21469,2480.2945008885413
21470,2480.295889911044
21471,2480.297278933605
21472,2480.2986679561077
21473,2480.3000569786113
21474,2480.301446001114
21475,2480.302835023675
21476,2480.3042240461787
21477,2480.3056130686814
21478,2480.307002091185
21479,2480.3083911136887
21480,2480.3097801361923
21481,2480.311169158696
21482,2480.3125581811987
21483,2480.3139472037024
21484,2480.3153362261464
21485,2480.3167252486487
21486,2480.318114271152
21487,2480.319503293655
21488,2480.320892316158
21489,2480.3222813386033
21490,2480.323670361106
21491,2480.3250593836096
21492,2480.326448406055
21493,2480.3278374285587
21494,2480.3292264510624
21495,2480.330615473507
21496,2480.3320044960105
21497,2480.333393518455
21498,2480.334782540958
21499,2480.3361715634014
21500,2480.337560585905
21501,2480.3389496083496
21502,2480.340338630795
21503,2480.3417276532978
21504,2480.343116675743
21505,2480.3445056981877
21506,2480.3458947206336
21507,2480.3472837431377
21508,2480.3486727655823
21509,2480.3500617880277
21510,2480.351450810472
21511,2480.3528398329167
21512,2480.3542288553613
21513,2480.355617877806
21514,2480.3570069002503
21515,2480.3583959226958
21516,2480.3597849451403
21517,2480.3611739675857
21518,2480.3625629900303
21519,2480.363952012476
21520,2480.365341034922
21521,2480.3667300573084
21522,2480.3681190797533
21523,2480.3695081021983
21524,2480.370897124643
21525,2480.37228614703
21526,2480.373675169474
21527,2480.375064191918
21528,2480.3764532143055
21529,2480.37784223675
21530,2480.379231259137
21531,2480.3806202815817
21532,2480.382009303969
21533,2480.3833983264144
21534,2480.3847873488016
21535,2480.386176371188
21536,2480.3875653936334
21537,2480.3889544160197
21538,2480.390343438407
21539,2480.3917324608515
21540,2480.3931214832387
21541,2480.3945105056246
21542,2480.3958995280104
21543,2480.3972885503977
21544,2480.398677572784
21545,2480.4000665952294
21546,2480.4014556176166
21547,2480.402844640004
21548,2480.40423366239
21549,2480.4056226847774
21550,2480.4070117071637
21551,2480.4084007294928
21552,2480.409789751879
21553,2480.4111787742663
21554,2480.4125677966526
21555,2480.413956819039
21556,2480.4153458414253
21557,2480.4167348637534
21558,2480.4181238861397
21559,2480.4195129085274
21560,2480.420901930857
21561,2480.422290953243
21562,2480.4236799756304
21563,2480.4250689979585
21564,2480.4264580203458
21565,2480.427847042674
21566,2480.429236065061
21567,2480.430625087389
21568,2480.4320141097182
21569,2480.4334031321036
21570,2480.4347921544318
21571,2480.43618117676
21572,2480.437570199147
21573,2480.438959221476
21574,2480.440348243805
21575,2480.441737266134
21576,2480.4431262885205
21577,2480.4445153108495
21578,2480.4459043331776
21579,2480.4472933555066
21580,2480.4486823778348
21581,2480.4500714001633
21582,2480.451460422492
21583,2480.4528494448195
21584,2480.454238467147
21585,2480.4556274894762
21586,2480.4570165118053
21587,2480.4584055341343
21588,2480.459794556405
21589,2480.461183578733
21590,2480.462572601062
21591,2480.4639616233903
21592,2480.465350645661
21593,2480.4667396679893
21594,2480.4681286903174
21595,2480.469517712588
21596,2480.4709067349163
21597,2480.472295757187
21598,2480.4736847795148
21599,2480.4750738018433
21600,2480.476462824114
21601,2480.477851846385
21602,2480.479240868713
21603,2480.480629890984
21604,2480.482018913312
21605,2480.4834079355824
21606,2480.4847969578527
21607,2480.4861859801226
21608,2480.4875750024516
21609,2480.4889640247216
21610,2480.4903530469924
21611,2480.4917420692623
21612,2480.493131091532
21613,2480.4945201138025
21614,2480.495909136074
21615,2480.4972981583437
21616,2480.4986871806145
21617,2480.5000762028844
21618,2480.5014652251543
21619,2480.502854247425
21620,2480.504243269695
21621,2480.505632291966
21622,2480.5070213142358
21623,2480.5084103365066
21624,2480.5097993587183
21625,2480.511188380989
21626,2480.512577403259
21627,2480.5139664254716
21628,2480.5153554477415
21629,2480.516744470012
21630,2480.518133492224
21631,2480.519522514494
21632,2480.5209115367065
21633,2480.5223005589764
21634,2480.523689581189
21635,2480.525078603459
21636,2480.5264676256716
21637,2480.5278566478833
21638,2480.529245670154
21639,2480.5306346923667
21640,2480.532023714579
21641,2480.5334127368483
21642,2480.53480175906
21643,2480.5361907812726
21644,2480.5375798034843
21645,2480.538968825697
21646,2480.5403578479086
21647,2480.5417468701794
21648,2480.543135892391
21649,2480.5445249146037
21650,2480.5459139368154
21651,2480.547302959028
21652,2480.5486919811815
21653,2480.550081003394
21654,2480.5514700256067
21655,2480.5528590478184
21656,2480.55424807003
21657,2480.555637092242
21658,2480.557026114396
21659,2480.558415136608
21660,2480.5598041588205
21661,2480.561193180974
21662,2480.5625822031866
21663,2480.5639712253983
21664,2480.5653602475522
21665,2480.5667492697644
21666,2480.568138291919
21667,2480.5695273141314
21668,2480.570916336286
21669,2480.572305358497
21670,2480.57369438065
21671,2480.5750834028045
21672,2480.576472425016
21673,2480.5778614471706
21674,2480.579250469324
21675,2480.5806394915367
21676,2480.58202851369
21677,2480.5834175358436
21678,2480.584806557998
21679,2480.5861955801524
21680,2480.587584602307
21681,2480.5889736244612
21682,2480.590362646673
21683,2480.5917516688273
21684,2480.5931406909804
21685,2480.594529713075
21686,2480.5959187352296
21687,2480.597307757383
21688,2480.598696779537
21689,2480.600085801691
21690,2480.6014748238445
21691,2480.602863845999
21692,2480.604252868094
21693,2480.605641890249
21694,2480.607030912404
21695,2480.608419934499
21696,2480.6098089566535
21697,2480.611197978807
21698,2480.6125870009023
21699,2480.613976023056
21700,2480.615365045151
21701,2480.6167540673046
21702,2480.6181430894007
21703,2480.619532111496
21704,2480.6209211336504
21705,2480.6223101557457
21706,2480.6236991779006
21707,2480.625088199997
21708,2480.6264772220925
21709,2480.6278662441887
21710,2480.629255266342
21711,2480.6306442884384
21712,2480.6320333105336
21713,2480.6334223326285
21714,2480.6348113547233
21715,2480.6362003768195
21716,2480.6375893989148
21717,2480.638978421011
21718,2480.6403674431062
21719,2480.6417564652024
21720,2480.6431454872986
21721,2480.644534509395
21722,2480.645923531491
21723,2480.6473125535863
21724,2480.648701575624
21725,2480.6500905977196
21726,2480.651479619815
21727,2480.65286864191
21728,2480.654257663947
21729,2480.6556466860425
21730,2480.6570357080805
21731,2480.6584247301757
21732,2480.659813752272
21733,2480.66120277431
21734,2480.662591796406
21735,2480.663980818444
21736,2480.6653698405394
21737,2480.6667588625764
21738,2480.6681478846144
21739,2480.6695369067097
21740,2480.6709259287477
21741,2480.6723149507848
21742,2480.673703972822
21743,2480.675092994917
21744,2480.676482016954
21745,2480.677871038992
21746,2480.67926006103
21747,2480.680649083068
21748,2480.6820381051057
21749,2480.683427127143
21750,2480.6848161491803
21751,2480.6862051712183
21752,2480.6875941932553
21753,2480.6889832152933
21754,2480.6903722373304
21755,2480.6917612593684
21756,2480.693150281405
21757,2480.6945393034416
21758,2480.6959283254796
21759,2480.6973173474585
21760,2480.6987063694964
21761,2480.7000953915344
21762,2480.701484413514
21763,2480.7028734355513
21764,2480.7042624575893
21765,2480.705651479568
21766,2480.707040501606
21767,2480.708429523585
21768,2480.709818545623
21769,2480.711207567602
21770,2480.71259658964
21771,2480.7139856116178
21772,2480.7153746335966
21773,2480.7167636556346
21774,2480.7181526776144
21775,2480.719541699594
21776,2480.720930721573
21777,2480.722319743611
21778,2480.72370876559
21779,2480.7250977875697
21780,2480.7264868095485
21781,2480.7278758315283
21782,2480.729264853507
21783,2480.7306538754865
21784,2480.732042897466
21785,2480.7334319194442
21786,2480.7348209414235
21787,2480.7362099634033
21788,2480.737598985383
21789,2480.738988007362
21790,2480.7403770293417
21791,2480.7417660512624
21792,2480.743155073242
21793,2480.744544095221
21794,2480.745933117201
21795,2480.7473221391215
21796,2480.7487111611003
21797,2480.75010018308
21798,2480.751489205001
21799,2480.7528782269806
21800,2480.754267248901
21801,2480.755656270881
21802,2480.7570452928016
21803,2480.7584343147814
21804,2480.759823336702
21805,2480.7612123586237
21806,2480.7626013806025
21807,2480.7639904025236
21808,2480.7653794244447
21809,2480.7667684464236
21810,2480.768157468345
21811,2480.769546490266
21812,2480.7709355121874
21813,2480.772324534109
21814,2480.77371355603
21815,2480.7751025779503
21816,2480.77649159993
21817,2480.7778806218507
21818,2480.7792696437723
21819,2480.7806586656347
21820,2480.7820476875554
21821,2480.783436709477
21822,2480.7848257313976
21823,2480.786214753319
21824,2480.78760377524
21825,2480.7889927971614
21826,2480.790381819025
21827,2480.7917708409464
21828,2480.793159862868
21829,2480.79454888473
21830,2480.79593790665
21831,2480.7973269285712
21832,2480.798715950434
21833,2480.800104972355
21834,2480.801493994218
21835,2480.802883016139
21836,2480.804272038002
21837,2480.805661059923
21838,2480.807050081786
21839,2480.8084391036487
21840,2480.8098281255707
21841,2480.8112171474345
21842,2480.812606169297
21843,2480.81399519116
21844,2480.81538421308
21845,2480.8167732349425
21846,2480.818162256805
21847,2480.8195512786683
21848,2480.8209403005308
21849,2480.822329322394
21850,2480.8237183442566
21851,2480.82510736612
21852,2480.8264963879824
21853,2480.827885409846
21854,2480.82927443171
21855,2480.8306634535725
21856,2480.832052475435
21857,2480.8334414972983
21858,2480.834830519102
21859,2480.836219540964
21860,2480.8376085628274
21861,2480.83899758469
21862,2480.840386606495
21863,2480.8417756283575
21864,2480.8431646501626
21865,2480.844553672025
21866,2480.8459426938884
21867,2480.8473317156936
21868,2480.848720737557
21869,2480.850109759361
21870,2480.8514987811664
21871,2480.852887803029
21872,2480.854276824834
21873,2480.855665846696
21874,2480.8570548684997
21875,2480.858443890305
21876,2480.859832912109
21877,2480.8612219339725
21878,2480.8626109557767
21879,2480.863999977581
21880,2480.8653889993866
21881,2480.866778021192
21882,2480.8681670429964
21883,2480.8695560648016
21884,2480.870945086606
21885,2480.872334108411
21886,2480.8737231302152
21887,2480.8751121520204
21888,2480.876501173824
21889,2480.877890195628
21890,2480.8792792174327
21891,2480.880668239179
21892,2480.8820572609834
21893,2480.883446282789
21894,2480.8848353045946
21895,2480.8862243263407
21896,2480.887613348146
21897,2480.88900236995
21898,2480.890391391697
21899,2480.8917804135012
21900,2480.893169435248
21901,2480.8945584570524
21902,2480.895947478799
21903,2480.8973365006027
21904,2480.8987255223487
21905,2480.900114544095
21906,2480.9015035659
21907,2480.902892587647
21908,2480.904281609394
21909,2480.905670631199
21910,2480.907059652945
21911,2480.908448674692
21912,2480.909837696438
21913,2480.911226718185
21914,2480.912615739931
21915,2480.914004761677
21916,2480.915393783424
21917,2480.9167828051695
21918,2480.918171826915
21919,2480.919560848662
21920,2480.920949870409
21921,2480.922338892156
21922,2480.923727913903
21923,2480.925116935649
21924,2480.926505957396
21925,2480.9278949790837
21926,2480.92928400083
21927,2480.9306730225767
21928,2480.9320620443227
21929,2480.9334510660115
21930,2480.9348400877575
21931,2480.9362291094462
21932,2480.937618131192
21933,2480.9390071529383
21934,2480.940396174627
21935,2480.941785196316
21936,2480.943174218062
21937,2480.9445632397506
21938,2480.9459522614966
21939,2480.9473412831844
21940,2480.948730304873
21941,2480.950119326619
21942,2480.951508348308
21943,2480.9528973699958
21944,2480.9542863916845
21945,2480.9556754133723
21946,2480.9570644351193
21947,2480.958453456807
21948,2480.959842478496
21949,2480.9612315001837
21950,2480.9626205218715
21951,2480.96400954356
21952,2480.965398565248
21953,2480.966787586937
21954,2480.9681766086246
21955,2480.969565630255
21956,2480.970954651943
21957,2480.9723436736317
21958,2480.9737326953195
21959,2480.9751217170083
21960,2480.976510738639
21961,2480.9778997603275
21962,2480.9792887820154
21963,2480.980677803644
21964,2480.982066825333
21965,2480.9834558469624
21966,2480.984844868651
21967,2480.986233890281
21968,2480.9876229119695
21969,2480.989011933599
21970,2480.990400955288
21971,2480.9917899769175
21972,2480.993178998548
21973,2480.994568020237
21974,2480.9959570418673
21975,2480.997346063497
21976,2480.9987350851857
21977,2481.000124106815
21978,2481.001513128444
21979,2481.0029021500745
21980,2481.004291171704
21981,2481.0056801933347
21982,2481.0070692149643
21983,2481.008458236595
21984,2481.0098472582245
21985,2481.0112362798545
21986,2481.0126253014846
21987,2481.014014323115
21988,2481.0154033447457
21989,2481.016792366376
21990,2481.018181388006
21991,2481.019570409578
21992,2481.0209594312073
21993,2481.0223484528365
21994,2481.023737474409
21995,2481.0251264960384
21996,2481.026515517669
21997,2481.0279045392404
21998,2481.02929356087
21999,2481.0306825824423
22000,2481.032071604073
22001,2481.033460625645
22002,2481.0348496472757
22003,2481.036238668847
22004,2481.0376276904776
22005,2481.039016712049
22006,2481.0404057336214
22007,2481.0417947551923
22008,2481.0431837768215
22009,2481.0445727983933
22010,2481.045961819965
22011,2481.0473508415366
22012,2481.048739863109
22013,2481.0501288847395
22014,2481.051517906312
22015,2481.052906927884
22016,2481.0542959494555
22017,2481.055684971028
22018,2481.0570739925993
22019,2481.0584630141134
22020,2481.059852035685
22021,2481.0612410572567
22022,2481.0626300788276
22023,2481.064019100399
22024,2481.0654081219704
22025,2481.0667971434846
22026,2481.068186165056
22027,2481.0695751866288
22028,2481.0709642081433
22029,2481.0723532297147
22030,2481.073742251287
22031,2481.0751312728003
22032,2481.0765202943726
22033,2481.077909315886
22034,2481.079298337457
22035,2481.0806873589713
22036,2481.0820763804845
22037,2481.083465402056
22038,2481.084854423569
22039,2481.0862434450823
22040,2481.087632466655
22041,2481.0890214881697
22042,2481.090410509683
22043,2481.091799531197
22044,2481.0931885527684
22045,2481.094577574282
22046,2481.0959665957957
22047,2481.097355617309
22048,2481.098744638823
22049,2481.1001336603363
22050,2481.1015226818504
22051,2481.1029117033636
22052,2481.104300724877
22053,2481.1056897463905
22054,2481.107078767847
22055,2481.10846778936
22056,2481.1098568108737
22057,2481.1112458323873
22058,2481.1126348539005
22059,2481.1140238753565
22060,2481.1154128968697
22061,2481.1168019183838
22062,2481.1181909398388
22063,2481.119579961353
22064,2481.120968982808
22065,2481.122358004322
22066,2481.123747025777
22067,2481.125136047291
22068,2481.126525068746
22069,2481.1279140902593
22070,2481.129303111715
22071,2481.13069213317
22072,2481.1320811546843
22073,2481.1334701761393
22074,2481.1348591975952
22075,2481.1362482190502
22076,2481.1376372405643
22077,2481.1390262620193
22078,2481.1404152834752
22079,2481.1418043049302
22080,2481.143193326386
22081,2481.144582347842
22082,2481.145971369297
22083,2481.147360390752
22084,2481.148749412207
22085,2481.150138433663
22086,2481.151527455118
22087,2481.152916476574
22088,2481.1543054979707
22089,2481.1556945194266
22090,2481.1570835408816
22091,2481.1584725623375
22092,2481.1598615837343
22093,2481.1612506051893
22094,2481.1626396266456
22095,2481.1640286480438
22096,2481.1654176694988
22097,2481.1668066908956
22098,2481.1681957123506
22099,2481.1695847337473
22100,2481.1709737552032
22101,2481.1723627766
22102,2481.173751798056
22103,2481.1751408194527
22104,2481.17652984085
22105,2481.177918862247
22106,2481.179307883702
22107,2481.1806969051004
22108,2481.1820859264985
22109,2481.1834749478953
22110,2481.184863969293
22111,2481.186252990748
22112,2481.187642012145
22113,2481.1890310335416
22114,2481.1904200549384
22115,2481.191809076336
22116,2481.193198097733
22117,2481.1945871191297
22118,2481.1959761405274
22119,2481.197365161866
22120,2481.198754183264
22121,2481.2001432046623
22122,2481.201532226059
22123,2481.2029212474567
22124,2481.2043102687953
22125,2481.205699290193
22126,2481.20708831159
22127,2481.2084773329284
22128,2481.2098663543243
22129,2481.2112553756638
22130,2481.2126443970606
22131,2481.2140334184
22132,2481.215422439797
22133,2481.2168114611363
22134,2481.218200482534
22135,2481.2195895038735
22136,2481.220978525213
22137,2481.22236754661
22138,2481.2237565679493
22139,2481.225145589288
22140,2481.226534610627
22141,2481.227923632024
22142,2481.2293126533623
22143,2481.2307016747004
22144,2481.23209069604
22145,2481.2334797173785
22146,2481.234868738718
22147,2481.2362577600575
22148,2481.237646781397
22149,2481.2390358027365
22150,2481.240424824075
22151,2481.2418138454145
22152,2481.243202866753
22153,2481.2445918880335
22154,2481.245980909373
22155,2481.2473699307116
22156,2481.248758952051
22157,2481.2501479733314
22158,2481.25153699467
22159,2481.2529260160086
22160,2481.25431503729
22161,2481.2557040586294
22162,2481.2570930799106
22163,2481.2584821012492
22164,2481.2598711225296
22165,2481.261260143869
22166,2481.2626491651495
22167,2481.264038186489
22168,2481.2654272077693
22169,2481.2668162290506
22170,2481.268205250389
22171,2481.2695942716705
22172,2481.270983292951
22173,2481.2723723142312
22174,2481.273761335512
22175,2481.2751503568516
22176,2481.2765393781324
22177,2481.2779283994128
22178,2481.279317420694
22179,2481.2807064419744
22180,2481.2820954632557
22181,2481.283484484536
22182,2481.2848735058174
22183,2481.2862625270977
22184,2481.287651548379
22185,2481.289040569601
22186,2481.2904295908825
22187,2481.2918186121638
22188,2481.293207633444
22189,2481.2945966546663
22190,2481.2959856759467
22191,2481.297374697228
22192,2481.29876371845
22193,2481.3001527397314
22194,2481.3015417609536
22195,2481.302930782235
22196,2481.304319803457
22197,2481.3057088247383
22198,2481.3070978459605
22199,2481.3084868672413
22200,2481.3098758884644
22201,2481.311264909688
22202,2481.3126539309683
22203,2481.3140429521904
22204,2481.3154319734126
22205,2481.316820994635
22206,2481.318210015916
22207,2481.3195990371382
22208,2481.3209880583613
22209,2481.3223770795835
22210,2481.3237661008066
22211,2481.3251551220287
22212,2481.326544143251
22213,2481.327933164474
22214,2481.329322185697
22215,2481.33071120692
22216,2481.332100228143
22217,2481.3334892493654
22218,2481.33487827053
22219,2481.336267291752
22220,2481.3376563129736
22221,2481.3390453341967
22222,2481.3404343553607
22223,2481.3418233765833
22224,2481.343212397806
22225,2481.34460141897
22226,2481.345990440193
22227,2481.347379461358
22228,2481.348768482581
22229,2481.350157503746
22230,2481.351546524968
22231,2481.352935546133
22232,2481.354324567355
22233,2481.35571358852
22234,2481.357102609683
22235,2481.358491630847
22236,2481.359880652069
22237,2481.361269673234
22238,2481.362658694398
22239,2481.3640477155627
22240,2481.3654367367276
22241,2481.3668257579507
22242,2481.3682147791155
22243,2481.3696038002795
22244,2481.3709928214444
22245,2481.3723818426083
22246,2481.373770863773
22247,2481.375159884937
22248,2481.376548906043
22249,2481.377937927207
22250,2481.379326948371
22251,2481.380715969535
22252,2481.3821049906996
22253,2481.3834940118054
22254,2481.3848830329707
22255,2481.386272054136
22256,2481.387661075242
22257,2481.3890500964067
22258,2481.3904391175124
22259,2481.3918281386764
22260,2481.393217159783
22261,2481.394606180947
22262,2481.3959952020537
22263,2481.3973842232176
22264,2481.3987732443243
22265,2481.400162265488
22266,2481.401551286593
22267,2481.4029403077
22268,2481.4043293288073
22269,2481.4057183499713
22270,2481.4071073710775
22271,2481.4084963921837
22272,2481.4098854132894
22273,2481.411274434396
22274,2481.412663455502
22275,2481.4140524766085
22276,2481.4154414977143
22277,2481.416830518821
22278,2481.4182195399267
22279,2481.4196085610333
22280,2481.4209975821386
22281,2481.422386603245
22282,2481.4237756243515
22283,2481.4251646454572
22284,2481.4265536665057
22285,2481.4279426876114
22286,2481.429331708718
22287,2481.4307207297657
22288,2481.4321097508723
22289,2481.433498771978
22290,2481.4348877930265
22291,2481.4362768141323
22292,2481.4376658351807
22293,2481.4390548562865
22294,2481.440443877335
22295,2481.4418328984416
22296,2481.443221919489
22297,2481.4446109405367
22298,2481.4459999616424
22299,2481.447388982691
22300,2481.4487780037384
22301,2481.450167024787
22302,2481.4515560458926
22303,2481.452945066941
22304,2481.4543340879886
22305,2481.455723109037
22306,2481.4571121300846
22307,2481.458501151133
22308,2481.4598901721815
22309,2481.46127919323
22310,2481.4626682142775
22311,2481.464057235325
22312,2481.4654462563726
22313,2481.46683527742
22314,2481.4682242984686
22315,2481.469613319458
22316,2481.4710023405064
22317,2481.472391361554
22318,2481.473780382602
22319,2481.4751694035917
22320,2481.4765584246393
22321,2481.47794744563
22322,2481.479336466679
22323,2481.4807254877264
22324,2481.4821145087167
22325,2481.483503529764
22326,2481.4848925507545
22327,2481.4862815718016
22328,2481.4876705927904
22329,2481.4890596137807
22330,2481.49044863477
22331,2481.4918376558176
22332,2481.493226676808
22333,2481.494615697797
22334,2481.496004718788
22335,2481.4973937398368
22336,2481.498782760826
22337,2481.5001717818163
22338,2481.5015608028057
22339,2481.502949823796
22340,2481.5043388447853
22341,2481.5057278657755
22342,2481.507116886764
22343,2481.5085059077533
22344,2481.5098949287426
22345,2481.511283949733
22346,2481.512672970664
22347,2481.5140619916547
22348,2481.5154510126454
22349,2481.5168400336347
22350,2481.5182290545667
22351,2481.519618075556
22352,2481.5210070965463
22353,2481.5223961174775
22354,2481.5237851384672
22355,2481.525174159399
22356,2481.526563180388
22357,2481.52795220132
22358,2481.529341222309
22359,2481.5307302432398
22360,2481.53211926423
22361,2481.533508285162
22362,2481.534897306094
22363,2481.5362863270843
22364,2481.5376753480155
22365,2481.539064368947
22366,2481.5404533898786
22367,2481.5418424108097
22368,2481.5432314318
22369,2481.544620452731
22370,2481.546009473663
22371,2481.5473984945943
22372,2481.5487875155263
22373,2481.550176536457
22374,2481.5515655573886
22375,2481.5529545782624
22376,2481.5543435991945
22377,2481.5557326201256
22378,2481.5571216410567
22379,2481.5585106619887
22380,2481.55989968292
22381,2481.5612887037937
22382,2481.562677724725
22383,2481.564066745657
22384,2481.56545576653
22385,2481.566844787462
22386,2481.5682338083348
22387,2481.5696228292672
22388,2481.5710118501415
22389,2481.5724008710717
22390,2481.5737898919447
22391,2481.575178912876
22392,2481.5765679337496
22393,2481.5779569546808
22394,2481.5793459755546
22395,2481.5807349964275
22396,2481.5821240173013
22397,2481.5835130382325
22398,2481.5849020591063
22399,2481.586291079979
22400,2481.587680100853
22401,2481.589069121727
22402,2481.5904581426007
22403,2481.5918471634736
22404,2481.5932361843475
22405,2481.59462520522
22406,2481.5960142260924
22407,2481.597403246966
22408,2481.598792267839
22409,2481.600181288713
22410,2481.6015703095277
22411,2481.6029593304015
22412,2481.6043483512744
22413,2481.605737372148
22414,2481.6071263929634
22415,2481.6085154138377
22416,2481.6099044347106
22417,2481.6112934555263
22418,2481.612682476399
22419,2481.614071497215
22420,2481.6154605180873
22421,2481.6168495389015
22422,2481.6182385597754
22423,2481.61962758059
22424,2481.6210166014057
22425,2481.6224056222786
22426,2481.6237946430933
22427,2481.6251836639094
22428,2481.6265726847837
22429,2481.6279617055984
22430,2481.629350726414
22431,2481.6307397472287
22432,2481.6321287680444
22433,2481.633517788859
22434,2481.6349068096747
22435,2481.6362958304894
22436,2481.637684851304
22437,2481.6390738721184
22438,2481.6404628929336
22439,2481.6418519137483
22440,2481.643240934564
22441,2481.6446299553795
22442,2481.646018976195
22443,2481.6474079969526
22444,2481.6487970177673
22445,2481.650186038583
22446,2481.6515750593394
22447,2481.652964080155
22448,2481.6543531009697
22449,2481.6557421217267
22450,2481.657131142542
22451,2481.6585201632984
22452,2481.659909184113
22453,2481.6612982048696
22454,2481.662687225627
22455,2481.6640762464426
22456,2481.6654652672
22457,2481.6668542880147
22458,2481.668243308772
22459,2481.6696323295287
22460,2481.671021350286
22461,2481.6724103710426
22462,2481.6737993918573
22463,2481.6751884126147
22464,2481.676577433371
22465,2481.6779664541286
22466,2481.679355474885
22467,2481.6807444956426
22468,2481.682133516399
22469,2481.6835225371565
22470,2481.684911557913
22471,2481.6863005786704
22472,2481.6876895993687
22473,2481.689078620125
22474,2481.6904676408826
22475,2481.691856661639
22476,2481.6932456823383
22477,2481.694634703095
22478,2481.6960237238522
22479,2481.6974127445505
22480,2481.698801765308
22481,2481.7001907860654
22482,2481.7015798067646
22483,2481.702968827521
22484,2481.704357848219
22485,2481.7057468689177
22486,2481.707135889674
22487,2481.7085249103734
22488,2481.70991393113
22489,2481.711302951829
22490,2481.7126919725274
22491,2481.7140809932266
22492,2481.715470013983
22493,2481.7168590346823
22494,2481.7182480553815
22495,2481.7196370760807
22496,2481.72102609678
22497,2481.7224151174782
22498,2481.7238041381765
22499,2481.725193158875
22500,2481.726582179573
22501,2481.7279712002714
22502,2481.7293602209706
22503,2481.730749241669
22504,2481.73213826231
22505,2481.7335272830082
22506,2481.7349163037075
22507,2481.7363053244057
22508,2481.7376943450467
22509,2481.739083365746
22510,2481.740472386445
22511,2481.7418614070853
22512,2481.7432504277845
22513,2481.7446394484246
22514,2481.7460284691238
22515,2481.7474174897634
22516,2481.7488065104612
22517,2481.7501955311022
22518,2481.7515845518005
22519,2481.7529735724415
22520,2481.7543625930816
22521,2481.7557516137226
22522,2481.757140634422
22523,2481.758529655063
22524,2481.759918675703
22525,2481.761307696344
22526,2481.762696716984
22527,2481.764085737625
22528,2481.7654747583233
22529,2481.766863778906
22530,2481.768252799546
22531,2481.7696418201863
22532,2481.771030840826
22533,2481.7724198614665
22534,2481.7738088821075
22535,2481.7751979027485
22536,2481.7765869233895
22537,2481.7779759440295
22538,2481.7793649646123
22539,2481.7807539852524
22540,2481.7821430058934
22541,2481.7835320264753
22542,2481.7849210471163
22543,2481.786310067698
22544,2481.7876990883387
22545,2481.789088108921
22546,2481.790477129561
22547,2481.791866150143
22548,2481.7932551707836
22549,2481.794644191367
22550,2481.7960332119487
22551,2481.7974222325897
22552,2481.7988112531716
22553,2481.8002002737544
22554,2481.8015892943945
22555,2481.8029783149773
22556,2481.804367335559
22557,2481.805756356141
22558,2481.807145376724
22559,2481.8085343973057
22560,2481.8099234178885
22561,2481.8113124384713
22562,2481.812701459054
22563,2481.814090479636
22564,2481.815479500218
22565,2481.8168685207997
22566,2481.8182575413825
22567,2481.819646561906
22568,2481.8210355824885
22569,2481.822424603071
22570,2481.8238136236528
22571,2481.8252026441774
22572,2481.8265916647592
22573,2481.827980685342
22574,2481.8293697058666
22575,2481.8307587264494
22576,2481.832147746974
22577,2481.833536767556
22578,2481.8349257880805
22579,2481.836314808603
22580,2481.837703829185
22581,2481.839092849709
22582,2481.8404818702916
22583,2481.8418708908152
22584,2481.84325991134
22585,2481.8446489318635
22586,2481.846037952388
22587,2481.84742697297
22588,2481.848815993495
22589,2481.85020501402
22590,2481.8515940345437
22591,2481.8529830550683
22592,2481.854372075592
22593,2481.8557610961157
22594,2481.8571501166402
22595,2481.8585391371635
22596,2481.8599281576867
22597,2481.861317178153
22598,2481.8627061986767
22599,2481.8640952192013
22600,2481.865484239725
22601,2481.866873260192
22602,2481.868262280717
22603,2481.8696513012405
22604,2481.8710403217065
22605,2481.8724293422306
22606,2481.873818362696
22607,2481.8752073832206
22608,2481.876596403686
