JD,Magnitude
2457715.596110728,14.693
2457715.597040728,14.715
2457715.5979707283,14.731
2457715.5989007284,14.79
2457715.5998307285,14.791
2457715.6007407284,14.705
2457715.6016607285,14.679
2457715.6025807285,14.729
2457715.6035007285,14.717
2457715.604430728,14.713
2457715.6053707283,14.694
2457715.606270728,14.658
2457715.607190728,14.691
2457715.6081207283,14.712
2457715.6090607285,14.702
2457715.610000728,14.731
2457715.610920728,14.737
2457715.6129607284,14.698
2457715.613860728,14.734
2457715.6147907283,14.725
2457715.6157007283,14.737
2457715.6166307284,14.728
2457715.6175707285,14.764
2457715.619420728,14.69
2457715.6203507283,14.679
2457715.6212807284,14.689
2457715.6221807282,14.676
2457715.6231107283,14.664
2457715.624010728,14.727
2457715.624930728,14.674
2457715.6258607283,14.675
2457715.6267907284,14.723
2457715.6277207285,14.743
2457715.628650728,14.712
2457715.6295807282,14.702
2457715.6305007283,14.659
2457715.6314307284,14.678
2457715.6323507284,14.648
2457715.6332607283,14.658
2457715.6342007285,14.676
2457715.6351207285,14.685
2457715.6360407285,14.737
2457715.6369607286,14.769
2457715.6379107283,14.792
2457715.6388507285,14.829
2457715.6397607285,14.801
2457715.6406907286,14.822
2457715.6416007285,14.843
2457715.642530728,14.815
2457715.6434407285,14.777
2457715.6443807282,14.753
2457715.6453107283,14.743
2457715.6462307284,14.768
2457715.6471507284,14.802
2457715.6480707284,14.791
2457715.6489807284,14.774
2457715.6499107284,14.848
2457715.6508407285,14.931
2457715.6517507285,14.992
2457715.6527007283,14.984
2457715.6536307284,14.965
2457715.6545607285,14.939
2457715.6554907286,14.959
2457715.656420728,14.947
2457715.6573507283,14.916
2457715.6582807284,14.909
2457715.6592007284,14.957
2457715.6601107283,14.935
2457715.6610407284,14.877
2457715.6619507284,14.892
2457715.6628807285,14.864
2457715.6637907284,14.895
2457715.664730728,14.878
2457715.6656607282,14.871
2457715.6665907283,14.938
2457715.667540728,14.967
2457715.6684407284,14.939
2457715.669390728,14.908
2457715.6703307284,14.857
2457715.6712307283,14.834
2457715.6721607284,14.816
2457715.6730907285,14.809
2457715.6740207286,14.818
2457715.674950728,14.811
2457715.6758807283,14.771
2457715.6768007283,14.818
2457715.6777307284,14.838
2457715.6786607285,14.876
2457715.679590728,14.888
2457715.6805307283,14.791
2457715.6814707285,14.776
2457715.6823907285,14.784
2457715.6833407283,14.794
2457715.6842707284,14.759
2457715.6851907284,14.752
2457715.6861207285,14.768
2457715.6870407285,14.703
2457715.687970728,14.727
2457715.6889007282,14.675
2457715.6898207283,14.735
2457715.6907607284,14.727
2457715.6916907285,14.707
2457715.6926107286,14.729
2457715.6935507283,14.789
2457715.6944707283,14.822
2457715.6954107285,14.823
2457715.6963407286,14.844
2457715.697260728,14.857
2457715.6982007283,14.826
2457715.6991407285,14.882
2457715.7000507284,14.832
2457715.700990728,14.876
2457715.701920728,14.803
2457715.7028507283,14.831
2457715.7037807284,14.811
2457715.7047107285,14.789
2457715.7056307285,14.778
2457715.706560728,14.771
2457715.7075007283,14.73
2457715.7084207283,14.691
2457715.7093507284,14.732
2457715.7102807285,14.763
2457715.7111907285,14.801
2457715.7121107285,14.851
2457715.713040728,14.846
2457715.7139507285,14.853
2457715.7148707286,14.87
2457715.715790728,14.878
2457715.716720728,14.829
2457715.7176507283,14.844
2457715.7185807284,14.85
2457715.7195107285,14.844
2457715.720450728,14.902
2457715.721360728,14.896
2457715.7223007283,14.907
2457715.7232207283,14.941
2457715.7241507284,14.962
2457715.7250807285,14.956
2457715.726010728,14.96
2457715.726920728,15.055
2457718.1893887287,15.1776
2457718.1902217288,15.1387
2457718.191078729,15.1742
2457718.1919117286,15.1644
2457718.1927567287,15.1947
2457718.193589729,15.1737
2457718.194411729,15.1443
2457718.1952567287,15.1034
2457718.1960897287,15.132
2457718.1969237286,15.1285
2457718.1977687287,15.1644
2457718.198601729,15.1655
2457718.199446729,15.1354
2457718.200279729,15.1343
2457718.2011247287,15.111
2457718.201969729,15.0863
2457718.202814729,15.1095
2457718.203647729,15.1217
2457718.204481729,15.1478
2457718.2053257287,15.1641
2457718.206170729,15.1987
2457718.2070047287,15.1686
2457718.207837729,15.1777
2457718.208682729,15.2054
2457718.209515729,15.26
2457718.2103607287,15.3584
2457718.211194729,15.3069
2457718.212038729,15.2949
2457718.212883729,15.3381
2457718.2137287287,15.3598
2457718.214562729,15.3854
2457718.2153957286,15.403
2457718.2162407287,15.4466
2457718.217073729,15.4393
2457718.217906729,15.4459
2457718.2187407287,15.471
2457718.219585729,15.5056
2457718.220418729,15.5599
2457718.2212637286,15.5694
2457718.2220967286,15.5138
2457718.222941729,15.528
2457718.224619729,15.4136
2457718.225453729,15.406
2457718.226286729,15.3111
2457718.227131729,15.2803
2457718.2279647286,15.2589
2457718.228798729,15.2493
2457718.2296437286,15.2354
2457718.2304887287,15.1863
2457718.231321729,15.1219
2457718.232154729,15.1029
2457718.2329887287,15.1483
2457718.2338217287,15.1832
2457718.234666729,15.1789
2457718.235511729,15.1623
2457718.236332729,15.1839
2457718.2371777287,15.1702
2457718.238011729,15.1656
2457718.238844729,15.1497
2457718.2396777286,15.221
2457718.240511729,15.2228
2457718.241344729,15.2238
2457718.2421897287,15.214
2457718.2430227287,15.1878
2457718.243856729,15.1854
2457718.244700729,15.1535
2457718.2455347287,15.1393
2457718.246367729,15.1465
2457718.247189729,15.1469
2457718.2480347287,15.1557
2457718.248879729,15.1157
2457718.249712729,15.1078
2457718.250545729,15.111
2457718.2513907286,15.1177
2457718.252224729,15.159
2457718.253057729,15.1664
2457718.2539027287,15.1471
2457718.254724729,15.1303
2457718.255557729,15.1038
2457718.256390729,15.1163
2457718.257224729,15.1036
2457718.258069729,15.0795
2457718.258902729,15.11
2457718.2597357286,15.1196
2457718.260569729,15.1028
2457718.261413729,15.0986
2457718.262258729,15.0944
2457718.263092729,15.0484
2457718.263925729,15.0326
2457718.264758729,14.9572
2457718.2655927287,14.9401
2457718.266425729,14.9587
2457718.267270729,14.9754
2457718.2681157286,14.9536
2457718.2689487287,14.9489
2457718.2697817287,14.9809
2457718.2706157286,14.9463
2457718.2714487286,14.9392
2457718.2722817287,14.9921
2457718.273115729,14.9837
2457718.2739487286,14.993
2457718.2747817286,14.9904
2457718.275603729,15.0337
2457718.2764377287,15.0474
2457718.2772937287,15.0669
2457718.2781267287,15.0972
2457718.278971729,15.1061
2457718.2798057287,15.1054
2457718.280650729,15.0954
2457718.281483729,15.1447
2457718.282316729,15.1621
2457718.2831617286,15.1593
2457718.2839947287,15.1749
2457718.284839729,15.1649
2457718.2856737287,15.1796
2457718.286518729,15.1773
2457718.287363729,15.1433
2457718.288196729,15.0963
2457718.2890417287,15.0771
2457718.289863729,15.0319
2457718.290696729,15.0291
2457718.2915417287,15.0352
2457718.2923747287,15.0329
2457718.293207729,15.0527
2457718.2940417286,15.0546
2457718.2948747287,15.045
2457718.295719729,15.0743
2457718.296564729,15.0644
2457718.2974097286,15.0634
2457718.298254729,15.0713
2457718.299087729,15.0992
2457718.299920729,15.1091
2457718.3007547287,15.0746
2457718.301587729,15.0626
2457718.302420729,15.0873
2457718.303265729,15.044
2457718.3041107287,15.0343
2457718.304955729,15.0151
2457718.305777729,15.0102
2457718.3066107286,14.9986
2457718.307444729,15.0103
2457718.308277729,15.0763
2457718.3091227286,15.0875
2457718.3099557287,15.1039
2457718.310800729,15.0655
2457718.311645729,15.0697
2457718.3124907287,15.055
2457718.3133237287,15.0631
2457718.314168729,15.0627
2457718.315001729,15.0396
2457718.3158467286,15.0193
2457718.316680729,15.0285
2457718.317513729,15.0273
2457718.3183467286,15.0407
2457718.319180729,15.0865
2457718.320025729,15.0802
2457718.3208587286,15.0834
2457718.3217037288,15.1435
2457718.322536729,15.178
2457718.323369729,15.2068
2457718.3242037287,15.2078
2457718.3250367288,15.1886
2457718.325881729,15.1841
2457718.3267267286,15.1547
2457718.3275597286,15.165
2457718.328393729,15.1236
2457718.3292387286,15.0988
2457718.3300597286,15.1101
2457718.3309047287,15.1826
2457718.331738729,15.1811
2457718.3325717286,15.2105
2457718.333416729,15.2417
2457718.334261729,15.2663
2457718.335094729,15.2561
2457718.3359397287,15.2666
2457718.336784729,15.2538
2457718.337617729,15.2349
2457718.338450729,15.2133
2457718.3392957286,15.2312
2457718.340129729,15.2995
2457718.3409747286,15.322
2457718.3418077286,15.3126
2457718.3426407287,15.3081
2457718.343474729,15.2824
2457718.3443077286,15.2577
2457718.3451407286,15.2816
2457718.345974729,15.2604
2457718.3468197286,15.2402
2457718.3476527287,15.2376
2457718.348474729,15.2241
2457718.349319729,15.244
2457718.350163729,15.2599
2457718.3509977288,15.2445
2457718.351830729,15.2426
2457718.352675729,15.2514
2457718.3534977287,15.245
2457718.354342729,15.2739
2457718.355175729,15.255
2457718.356008729,15.2411
2457734.2723907335,14.725
2457735.5424557338,14.856
2457735.543659734,14.881
2457735.544863734,14.872
2457735.546066734,14.721
2457735.547270734,14.906
2457735.5484747337,14.841
2457735.549677734,15.029
2457735.550881734,15.008
2457735.552085734,14.991
2457735.553288734,15.018
2457735.554492734,14.923
2457735.5556967338,14.816
2457735.556888734,15.036
2457735.558092734,15.029
2457735.559284734,15.014
2457735.560488734,15.052
2457735.5616807337,14.948
2457735.562883734,14.937
2457735.564087734,14.931
2457735.565291734,15.01
2457735.566494734,14.885
2457735.567698734,14.935
2457735.568890734,14.89
2457735.570106734,14.798
2457735.571309734,14.861
2457735.572501734,14.889
2457735.5737057338,14.831
2457735.574909734,14.828
2457735.576113734,14.677
2457735.577316734,14.718
2457735.5785317337,14.911
2457735.5797247337,14.937
2457735.580927734,14.803
2457735.5821437337,14.745
2457735.583346734,14.711
2457735.584550734,14.578
2457735.585754734,14.623
2457735.586957734,14.666
2457735.588173734,14.782
2457735.590569734,14.766
2457735.591784734,14.7
2457735.592976734,14.782
2457735.594180734,14.708
2457735.595383734,14.611
2457735.596587734,14.668
2457735.597791734,14.79
2457735.600187734,14.857
2457735.601390734,14.889
2457735.6025947337,14.731
2457735.603786734,14.867
2457735.604990734,14.741
2457735.606194734,14.889
2457735.607409734,14.733
2457735.608613734,14.852
2457735.609828734,14.892
2457735.611020734,14.878
2457735.612224734,14.958
2457735.613427734,14.864
2457735.614631734,14.859
2457735.6158357337,14.879
2457735.617038734,14.851
2457735.618242734,14.698
2457735.619446734,14.666
2457735.620650734,14.809
2457735.621853734,14.884
2457735.6230577338,14.796
2457735.624261734,14.962
2457735.6254647337,14.884
2457735.626668734,14.931
2457735.627872734,14.946
2457735.629075734,14.854
2457735.630279734,15.08
2457735.631483734,15.087
2457735.632675734,15.159
2457735.6338797337,15.162
2457735.635082734,15.124
2457735.636286734,15.063
2457736.5233937344,15.135
2457736.5246087345,15.11
2457736.5258127344,15.09
2457736.5270277346,15.097
2457736.5282317344,15.04
2457736.5294347345,14.863
2457736.5306387343,14.881
2457736.531842734,14.904
2457736.5330457343,14.913
2457736.5342497346,14.95
2457736.5354537345,14.869
2457736.540001734,14.945
2457736.5412057345,14.912
2457736.5423977342,14.923
2457736.5435897345,15.038
2457736.5447817342,14.914
2457736.5460087345,14.911
2457736.5472127344,14.701
2457736.548416734,14.688
2457736.5496197343,14.886
2457736.5508357342,14.969
2457736.5520857344,14.821
2457736.5532887345,14.922
2457736.5544927344,14.929
2457736.5557077345,15.123
2457736.5569237345,14.98
2457736.5593427345,14.932
2457736.560557734,15.024
2457736.5617617345,14.966
2457736.5629767342,14.708
2457736.5641807346,14.969
2457736.5653957343,15.06
2457736.5666567343,14.976
2457736.5678727343,15.081
2457736.5690757344,14.933
2457736.5702917343,14.948
2457736.5715187346,15.062
2457736.5727337343,14.939
2457736.5739377346,14.868
2457736.575140734,14.864
2457736.5763447345,14.97
2457736.5775487344,15.008
2457736.5787517345,15.038
2457736.5799557343,14.838
2457736.5811707345,14.84
2457736.5823747343,14.87
2457736.583578734,14.888
2457736.5847817343,14.898
2457736.5859857346,14.828
2457736.5872007343,14.803
2457736.5884167342,14.986
2457736.5896197343,14.747
2457736.590823734,14.941
2457736.5920277345,14.833
2457736.5932317344,14.852
2457736.5944467345,14.761
2457736.5956507344,14.86
2457736.5968427346,14.967
2457736.5980697344,14.787
2457736.5992727345,14.705
2457736.6004767343,14.831
2457736.6016917345,14.802
2457736.602906734,14.725
2457736.604099734,14.854
2457736.6053027343,14.72
2457736.606506734,14.843
2457736.6077107345,14.743
2457736.6089137346,14.869
2457736.6101177344,14.786
2457736.6113327346,14.866
2457736.615163734,14.996
2457736.616356734,14.906
2457736.6175597343,14.98
2457736.6187637346,15.009
2457736.6199677344,14.727
2457736.6211707345,14.847
2457736.6223747344,14.95
2457736.623636734,14.953
2457736.6248397343,14.784
2457736.6260437346,14.851
2457736.6272477345,14.917
2457736.6284507345,14.856
2457736.6296667345,14.829
2457736.630916734,14.839
2457736.6321197343,14.766
2457736.6333357343,14.775
2457736.6345387343,14.842
2457736.635742734,14.821
2457736.6369577344,14.755
2457736.6381507344,14.939
2457736.6393657345,14.813
2457736.6405697344,14.749
2457736.6417727345,14.706
2457736.6429887344,14.772
2457736.6441917345,14.733
2457736.645441734,14.782
2457736.6466457346,14.872
2457736.6478497344,14.907
2457736.6490647346,14.904
2457736.6502687344,14.811
2457736.6514717345,14.851
2457736.6527337343,15.011
2457736.653937734,15.064
2457736.6551407343,15.23
2457736.6563447346,15.052
2457736.6575597343,15.214
2457736.658763734,15.291
2457736.6600137344,15.412
2457736.661217734,15.56
2457736.6624207343,15.502
2457736.6636367342,15.624
2457736.6648287345,15.405
2457736.666043734,15.139
2457736.6672587343,15.251
2457736.6684747343,15.054
2457736.6696777344,14.996
2457736.670881734,14.989
2457736.6720857345,15.003
2457736.673288734,15.004
2457736.6744927345,15.045
2457736.6756967343,14.954
2457736.6769237346,14.947
2457736.6781387343,14.891
2457736.679342734,15.055
2457736.6805457342,14.924
2457736.6817497346,14.917
2457736.6829767344,14.861
2457736.684180734,14.713
2457736.6853837343,14.946
2457736.6865877346,14.663
2457736.6878147344,14.936
2457736.6890187343,14.842
2457736.6902217343,14.655
2457736.6914377343,14.819
2457736.6926407344,14.826
2457736.693844734,14.889
2457736.6951067345,14.86
2457736.6963097346,15.031
2457736.6975137345,14.855
2457736.6987177343,14.872
2457736.6999207344,14.418
2457736.7011367343,14.663
2457736.7023867345,14.629
2457736.703589734,14.814
2457736.7047937345,14.806
2457736.7092847344,14.77
2457736.7104887343,15.039
2457736.7116807345,15.057
2457736.7128837346,14.928
2457736.7141107344,15.088
2457736.7153147343,15.06
2457736.7165297344,14.799
2457736.7177447346,14.803
2457736.7189487345,14.987
2457737.532663734,14.687
2457737.5368197346,15.086
2457737.538022734,15.237
2457737.5392267345,15.198
2457737.540499734,15.237
2457737.5417037345,15.149
2457737.542906734,15.1
2457737.5441107345,14.991
2457737.5453147343,14.877
2457737.546518734,14.827
2457737.5477797342,14.804
2457737.5489837346,14.757
2457737.5501877344,14.813
2457737.5513907345,14.71
2457737.5525947344,14.722
2457737.553798734,14.7
2457737.555082734,14.676
2457737.5562867345,14.738
2457737.5574787343,14.723
2457737.5586827346,14.748
2457737.5598977343,14.81
2457737.561101734,14.769
2457737.5628257343,14.837
2457737.5647707344,14.79
2457737.5714137345,14.714
2457737.5726067345,14.755
2457737.5738097345,14.668
2457737.5750137344,14.544
2457737.5762177343,14.716
2457737.5774097345,14.6
2457737.5786137343,14.577
2457737.5797937345,14.43
2457737.5809857342,14.623
2457737.5822007344,14.578
2457737.5834047343,14.534
2457737.5846087346,14.579
2457737.5858127344,14.592
2457737.587004734,14.542
2457737.5955117345,14.67
2457737.5973867346,14.676
2457737.6012757346,14.844
2457737.602501734,14.726
2457737.606113734,14.89
2457737.6079307343,14.728
2457737.6091337344,14.792
2457737.610395734,14.703
2457737.6115997345,14.746
2457737.6128027346,14.642
2457737.6140187345,14.837
2457737.615221734,14.625
2457737.6164377346,14.803
2457737.617640734,14.779
2457737.6188567346,14.924
2457737.6200717343,15.007
2457737.6212987346,15.011
2457737.622501734,15.142
2457737.6237177346,14.842
2457737.6249327343,14.827
2457737.6261707344,14.895
2457737.6273867344,14.907
2457737.6285897344,14.959
2457737.6297937343,14.994
2457737.6310207346,14.856
2457737.6322477343,14.922
2457737.6334627345,14.8
2457737.6346667344,14.774
2457737.635893734,14.784
2457737.637119734,14.806
2457737.6383237345,14.885
2457737.6395277344,14.819
2457737.6407427345,14.947
2457737.6419467344,14.887
2457737.6431617346,15.022
2457737.6443657344,14.913
2457737.645557734,14.963
2457737.6491807345,14.882
2457737.6503837346,15.157
2457737.6515877345,14.896
2457737.652779734,14.845
2457737.6539837345,14.83
2457737.6551877344,14.715
2457737.6564027346,14.857
2457737.657606735,14.939
2457737.6616687346,15.102
2457737.662872735,14.973
2457737.664075735,14.874
2457737.665279735,14.935
2457737.6664837347,14.94
2457737.670094735,14.865
2457737.671298735,14.779
2457737.672501735,15.029
2457737.673717735,14.904
2457737.674920735,15.027
2457737.676113735,15.03
2457737.677316735,14.879
2457737.6785317347,15.039
2457737.679735735,15.005
2457737.680939735,15.152
2457737.682143735,15.28
2457737.683346735,15.405
2457737.6845507347,15.5
2457737.685754735,15.689
2457737.6869577346,15.511
2457737.688219735,15.258
2457737.6894117347,15.103
2457737.690626735,15.158
2457737.6918307347,14.897
2457737.693034735,14.769
2457737.694238735,14.855
2457737.695499735,14.903
2457737.6967147347,14.924
2457737.697906735,14.83
2457737.699122735,15.006
2457737.700325735,14.623
2457737.701541735,14.886
2457737.702744735,14.692
2457737.703960735,14.818
2457737.7051527346,14.884
2457737.706356735,14.785
2457737.707559735,14.972
2457737.708763735,15.003
2457737.7100137346,14.815
2457737.711217735,14.839
2457737.712420735,14.941
2457737.713613735,14.919
2457737.7148167347,15.005
2457737.716020735,14.783
2457741.6007317356,14.916
2457741.6019467358,14.919
2457741.603161736,14.836
2457741.6043767356,14.895
2457741.6056507356,14.781
2457741.6068537356,14.93
2457741.6080697356,14.733
2457741.6092727357,14.904
2457741.610476736,14.748
2457741.611680736,14.775
2457741.612895736,14.866
2457741.614099736,14.914
2457741.6153147356,14.884
2457741.6165297357,14.842
2457741.617721736,14.836
2457741.618937736,14.959
2457741.620140736,15.014
2457741.621344736,14.988
2457741.6225487357,15.06
2457741.623763736,15.077
2457741.6249677357,15.083
2457741.626170736,14.938
2457741.6273977356,14.926
2457741.628601736,15.053
2457741.6298287357,15.079
2457741.631101736,15.116
2457741.6323057357,15.185
2457741.633566736,15.307
2457741.6347707356,15.62
2457741.635974736,15.752
2457741.6371897357,15.76
2457741.638404736,15.724
2457741.6396087357,15.755
2457741.640812736,15.505
2457741.6420157356,15.531
2457741.643219736,15.303
2457741.6444347356,15.242
2457741.645707736,15.232
2457741.649168736,14.947
2457741.6503727357,14.761
2457741.651599736,14.868
2457741.652883736,14.749
2457741.6541107357,14.797
2457741.655325736,14.665
2457741.656541736,14.816
2457741.6577567356,14.825
2457741.658960736,14.786
2457741.660256736,14.703
2457741.661483736,14.707
2457741.662721736,14.799
2457741.663937736,14.719
2457741.665175736,14.77
2457741.6663907357,14.801
2457741.6676067356,14.841
2457741.6688327356,14.748
2457741.670059736,14.836
2457741.6712867357,14.775
2457741.672501736,14.745
2457741.673717736,14.835
2457741.674955736,14.878
2457741.6762177357,15.015
2457741.677444736,14.893
2457741.6786597357,14.805
2457741.679874736,14.865
2457741.6810897356,14.92
2457741.682305736,14.974
2457741.6835087356,14.873
2457741.684712736,14.973
2457741.6859277356,14.858
2457741.6871437356,14.992
2457741.6883587358,15.036
2457741.689573736,14.938
2457741.6907887356,14.902
2457741.691992736,15.011
2457741.693196736,14.971
2457741.6944007357,14.801
2457741.695615736,14.837
2457741.696830736,14.924
2457741.698034736,14.981
2457741.6992497356,14.88
2457741.700476736,14.932
2457741.701691736,14.952
2457747.256320738,14.666
2457994.3678907254,15.055
2457994.3683107253,15.059
2457994.3687807256,15.088
2457994.3693807255,15.079
2457994.3698607255,15.086
2457994.3703307253,15.049
2457994.3708007257,15.012
2457994.3712807256,15.05
2457994.3717507254,15.079
2457994.3722707257,15.069
2457994.3728007255,15.054
2457994.3753007255,15.07
2457994.3758307258,15.064
2457994.3763507255,15.095
2457994.3768807254,15.12
2457994.3774407255,15.151
2457994.3779707258,15.126
2457994.3784907255,15.133
2457994.3790207254,15.093
2457994.3795507257,15.152
2457994.3800707255,15.195
2457994.3806007258,15.21
2457994.3811307256,15.243
2457994.3816507254,15.292
2457994.3821807257,15.321
2457994.3827007255,15.327
2457994.383230726,15.365
2457994.3837607256,15.405
2457994.3842807254,15.398
2457994.3848107257,15.489
2457994.3853307255,15.511
2457994.3858607253,15.471
2457994.3863807255,15.536
2457994.3869107254,15.492
2457994.3874407257,15.386
2457994.3879607255,15.362
2457994.3884907253,15.307
2457994.3890207256,15.369
2457994.3895407254,15.319
2457994.3900407255,15.296
2457994.3905107253,15.286
2457994.3909807256,15.251
2457994.3914507255,15.227
2457994.3919207253,15.213
2457994.3923807256,15.19
2457994.3928507254,15.149
2457994.3933207258,15.169
2457994.3937907256,15.171
2457994.3942607255,15.147
2457994.3947307253,15.159
2457994.3952007256,15.197
2457994.3956707255,15.125
2457994.3961407254,15.151
2457994.3966007256,15.109
2457994.3970807255,15.095
2457994.3975507254,15.147
2457996.427960725,15.082
2457996.428490725,15.133
2457996.428960725,15.085
2457996.430040725,15.241
2457996.430450725,15.246
2457996.430860725,15.294
2457996.431270725,15.347
2457996.431690725,15.376
2457996.432100725,15.435
2457996.432510725,15.45
2457996.432920725,15.53
2457996.433330725,15.529
2457996.433750725,15.537
2457996.434160725,15.573
2457996.434580725,15.516
2457996.434990725,15.543
2457996.435400725,15.543
2457996.435810725,15.547
2457996.436220725,15.503
2457996.436640725,15.468
2457996.437050725,15.497
2457996.437460725,15.468
2457996.437910725,15.339
2457996.438320725,15.337
2457996.438730725,15.269
2457996.439150725,15.197
2457996.439570725,15.149
2457996.440010725,15.108
2457996.440420725,15.106
2457996.440840725,15.095
2457996.441250725,15.089
2457996.441670725,15.081
2457996.442080725,15.102
2457996.442490725,15.097
2457996.4429107253,15.066
2457996.443330725,15.038
2457996.443740725,14.994
2457996.444150725,15.013
2457996.4445607252,14.936
2457996.444980725,14.934
2457996.445390725,14.931
2457996.445810725,14.948
2457996.446220725,14.941
2457996.446630725,14.982
2457996.447040725,14.987
2457996.447460725,14.988
2457996.4478707253,14.991
2457996.448280725,14.995
2457996.448700725,14.965
2457996.449110725,14.964
2457996.4495207253,14.967
2457996.449940725,14.909
2457996.450360725,14.908
2457996.450770725,14.92
2457996.451180725,14.905
2457996.4516007253,14.886
2457996.4520207252,14.863
2457996.452430725,14.858
2457996.452850725,14.855
2457996.453260725,14.892
2457996.453670725,14.926
2457996.454090725,14.964
2457996.454500725,14.981
2457996.454910725,14.946
2457996.4553307253,14.938
2457997.4438307253,14.847
2457997.444130725,14.802
2457997.444430725,14.788
2457997.444740725,14.734
2457997.445030725,14.757
2457997.445320725,14.751
2457997.445580725,14.731
2457997.445820725,14.8
2457997.446080725,14.791
2457997.446310725,14.802
2457997.446550725,14.822
2457997.446810725,14.816
2457997.4470707253,14.85
2457997.447300725,14.812
2457997.447570725,14.859
2457997.447820725,14.871
2457997.4481107253,14.853
2457997.448370725,14.898
2457997.448630725,14.875
2457997.448870725,14.885
2457997.449100725,14.861
2457997.449360725,14.875
2457997.449600725,14.9
2457997.449860725,14.942
2457997.450120725,14.96
2457997.450380725,15.034
2457997.4506207253,15.017
2457997.450880725,15.054
2457997.451150725,15.068
2457997.4514107252,15.096
2457997.451640725,15.123
2457997.4519007253,15.142
2457997.452140725,15.113
2457997.452370725,15.142
2457997.452630725,15.109
2457997.452870725,15.109
2457997.453130725,15.167
2457997.453390725,15.17
2457997.453650725,15.169
2457997.453940725,15.194
2457997.454210725,15.165
2457997.4544707253,15.183
2457997.454730725,15.152
2457997.454990725,15.118
2457997.455250725,15.191
2457997.4555107253,15.163
2457997.455770725,15.221
2457997.456030725,15.242
2457997.456280725,15.295
2457997.456540725,15.289
2457997.456800725,15.267
2457997.457060725,15.274
2457997.457320725,15.281
2457997.457580725,15.314
2457997.457840725,15.336
2457997.458100725,15.322
2457997.458360725,15.303
2457997.458620725,15.313
2457997.458880725,15.387
2457997.459140725,15.398
2457997.459400725,15.445
2457997.459660725,15.398
2457997.459920725,15.382
2457997.460190725,15.356
2457997.460450725,15.299
2457997.460680725,15.287
2457997.460940725,15.274
2457997.461180725,15.278
2457997.4614407253,15.283
2457997.461700725,15.272
2457997.461950725,15.254
2457997.462210725,15.217
2458014.618138722,14.605
2458014.6193427225,14.561
2458014.620545722,14.64
2458014.6217497224,14.544
2458014.6229537223,14.569
2458014.6241567223,14.577
2458014.625360722,14.674
2458014.6306037223,14.72
2458014.631807722,14.728
2458014.6330117225,14.92
2458014.634226722,14.783
2458014.6354767224,14.769
2458014.636691722,14.781
2458014.6378837223,14.684
2458014.639087722,14.892
2458014.6403027223,14.879
2458014.641506722,14.901
2458014.642710722,14.894
2458014.643913722,14.821
2458014.6451177225,14.752
2458014.6463217223,14.737
2458014.647525722,14.867
2458014.6487287222,14.758
2458014.649932722,14.82
2458014.6511247223,14.781
2458014.6523397225,14.782
2458014.6535437224,14.924
2458014.654747722,14.844
2458014.6559627224,14.841
2458014.657212722,14.782
2458014.6584167224,14.835
2458014.659631722,14.767
2458014.6608357225,14.806
2458014.662038722,14.849
2458014.662410722,14.88
2458014.6631307225,14.948
2458014.6632547225,14.867
2458014.6638407223,14.972
2458014.664504722,15.016
2458014.664560722,14.937
2458014.665280722,14.949
2458014.6657077223,14.877
2458014.6659907224,14.87
2458014.666700722,14.868
2458014.666911722,14.821
2458014.6674107225,14.863
2458014.6681157225,14.744
2458014.6681307224,14.845
2458014.6688607223,14.823
2458014.6693197223,14.808
2458014.669560722,14.821
2458014.6702807224,14.785
2458014.6705227224,14.809
2458014.6710007223,14.759
2458014.6717407224,14.791
2458014.6717847222,14.96
2458014.6724707223,14.822
2458014.672988722,14.921
2458014.673170722,14.898
2458014.6738907224,14.96
2458014.674191722,14.974
2458014.6746007223,14.995
2458014.675310722,14.951
2458014.6753957225,14.998
2458014.6760307224,14.946
2458014.6765997224,15.013
2458014.6767407223,14.895
2458014.6774707222,14.946
2458014.6778027224,14.923
2458014.6781707224,14.894
2458014.6789007224,14.918
2458014.6790647223,14.926
2458014.6796207223,14.955
2458014.6802797224,15.006
2458014.680330722,14.948
2458014.6810407224,14.946
2458014.6814837223,15.024
2458014.6817707224,14.969
2458014.682480722,14.942
2458014.682687722,14.821
2458014.683200722,14.975
2458014.683890722,15.061
2458014.6839007223,14.996
2458014.684620722,14.948
2458014.6851407224,14.933
2458014.685340722,14.953
2458014.6860407223,14.925
2458014.6863447223,14.849
2458014.686760722,14.916
2458014.6874707225,14.894
2458014.687548722,14.829
2458014.6881807223,14.853
2458014.688751722,14.816
2458014.688900722,14.843
2458014.689620722,14.848
2458014.6903407224,14.9
2458014.6910507223,14.914
2458014.6911707222,14.962
2458014.6918507223,14.883
2458014.6924207225,14.963
2458014.692570722,14.889
2458014.693290722,14.916
2458014.6936247223,14.95
2458014.6940107225,14.889
2458014.694710722,14.893
2458014.694828722,14.947
2458014.695430722,14.885
2458014.6960317222,14.795
2458014.6961507224,14.839
2458014.6968607223,14.846
2458014.697247722,14.948
2458014.697570722,14.874
2458014.6982907224,14.926
2458014.6984507223,15.0
2458014.6990107223,14.972
2458014.6997007225,14.813
2458014.699720722,14.989
2458014.7004307224,14.919
2458014.7009167224,14.96
2458014.7011507223,14.876
2458014.701860722,14.892
2458014.702108722,14.837
2458014.702580722,14.911
2458014.7033007224,14.962
2458014.7033357224,14.986
2458014.7040207223,14.972
2458014.704527722,15.041
