E,C,O,O-C
-4360,1718.3473476585343,1718.3447352915096,-0.0026123670247670816
-4359,1718.5572848641718,1718.5548786820582,-0.0024061821136456274
-4358,1718.7672220698091,1718.7653870320003,-0.0018350378088598518
-4357,1718.9771592754464,1718.975900117347,-0.0012591580994012475
-4356,1719.1870964810837,1719.1858968093854,-0.001199671698259408
-4355,1719.397033686721,1719.3957065023787,-0.0013271843422444363
-4354,1719.6069708923583,1719.6057187547685,-0.0012521375897449616
-4353,1719.8169080979956,1719.8153140436118,-0.001594054383758703
-4352,1720.026845303633,1720.024744685072,-0.002100618561144074
-4351,1720.2367825092704,1720.2346946925145,-0.002087816755874883
-4350,1720.4467197149079,1720.4445659723958,-0.0021537425120641274
-4349,1720.6566569205452,1720.6544895831764,-0.0021673373687463027
-4348,1720.8665941261825,1720.8644356308916,-0.002158495290814244
-4347,1721.0765313318198,1721.074486688577,-0.00204464324269793
-4346,1721.286468537457,1721.2846164901905,-0.0018520472665386478
-4345,1721.4964057430943,1721.4947281759771,-0.001677567117212675
-4328,1725.0653382389291,1725.0633913924573,-0.001946846471810204
-4327,1725.2752754445664,1725.2728685319512,-0.002406912615242618
-4326,1725.4852126502037,1725.483127152557,-0.002085497646703516
-4325,1725.695149855841,1725.6929093933065,-0.0022404625344734086
-4324,1725.9050870614785,1725.9033509771643,-0.0017360843141887017
-4323,1726.1150242671158,1726.1133676761413,-0.0016565909745622776
-4322,1726.324961472753,1726.3229018334207,-0.002059639332401275
-4321,1726.5348986783906,1726.5334639084617,-0.0014347699288919102
-4320,1726.744835884028,1726.7434059295801,-0.001429954447758064
-4319,1726.9547730896652,1726.9535079508505,-0.0012651388146878162
-4318,1727.1647102953025,1727.163062507068,-0.0016477882345498074
-4317,1727.3746475009398,1727.3729078747494,-0.0017396261903286359
-4316,1727.584584706577,1727.5827884259388,-0.001796280638245662
-4315,1727.7945219122143,1727.7925481785862,-0.0019737336281195894
-4314,1728.0044591178519,1728.002165310282,-0.0022938075699130422
-4313,1728.2143963234892,1728.2120468248213,-0.0023494986678542773
-4312,1728.4243335291267,1728.4217853213438,-0.0025482077828655747
-4311,1728.634270734764,1728.6317836402395,-0.002487094524440181
-4310,1728.8442079404012,1728.842151289157,-0.0020566512441746454
-4309,1729.0541451460385,1729.0522581858913,-0.0018869601472033537
-4308,1729.2640823516758,1729.2624566699294,-0.001625681746418195
-4307,1729.474019557313,1729.4732010049563,-0.0008185523568045028
-4306,1729.6839567629504,1729.6829441973255,-0.001012565624932904
-4305,1729.8938939685877,1729.8931971417007,-0.000696826886951385
-4304,1730.1038311742252,1730.1034304204163,-0.00040075380888993095
-4303,1730.3137683798625,1730.313623259842,-0.00014512002053379547
-4302,1730.5237055855,1730.5233467237078,-0.0003588617921650439
-4301,1730.7336427911373,1730.7332313395225,-0.0004114516148092662
-4300,1730.9435799967746,1730.9433022191151,-0.0002777776594484749
-4299,1731.1535172024119,1731.1527023693313,-0.0008148330805397563
-4298,1731.3634544080492,1731.3621520829997,-0.0013023250494370586
-4297,1731.5733916136865,1731.5717294805122,-0.0016621331742499024
-4296,1731.7833288193237,1731.7818522251719,-0.0014765941518817272
-4295,1731.9932660249613,1731.9917745995285,-0.0014914254327322851
-4294,1732.2032032305985,1732.2012430249986,-0.001960205599971232
-4293,1732.413140436236,1732.4111246872308,-0.00201574900529522
-4292,1732.6230776418734,1732.6214186520742,-0.0016589897991252656
-4291,1732.8330148475106,1732.8324110073672,-0.0006038401434125262
-4290,1733.042952053148,1733.0426198879893,-0.00033216515862477536
-4289,1733.2528892587852,1733.253437833973,0.0005485751878495648
-4288,1733.4628264644225,1733.4627161891165,-0.00011027530604224012
-4287,1733.6727636700598,1733.6725483782502,-0.0002152918095816858
-4286,1733.882700875697,1733.8827490850686,4.820937147087534e-05
-4285,1734.0926380813346,1734.0925100169327,-0.0001280644019061583
-4284,1734.302575286972,1734.3014647739444,-0.001110513027470006
-4283,1734.5125124926094,1734.5123431090744,-0.00016938353496698255
-4282,1734.7224496982467,1734.721951943683,-0.0004977545636393188
-4281,1734.932386903884,1734.9314724117405,-0.0009144921434653952
-4280,1735.1423241095213,1735.1412937747298,-0.0010303347914941696
-4279,1735.3522613151586,1735.3510856925914,-0.0011756225671888387
-4262,1738.9211938109934,1738.9204649884562,-0.0007288225372121815
-4261,1739.1311310166307,1739.1307217025476,-0.00040931408307187667
-4260,1739.341068222268,1739.3402076435536,-0.0008605787143096677
-4259,1739.5510054279052,1739.5500711809632,-0.0009342469420516863
-4258,1739.7609426335425,1739.759531022556,-0.0014116109864517057
-4257,1739.97087983918,1739.9691697239052,-0.0017101152748182358
-4256,1740.1808170448173,1740.1790106041271,-0.0018064406901885377
-4255,1740.3907542504546,1740.3887862479587,-0.001968002495914334
-4254,1740.6006914560921,1740.598597974079,-0.0020934820131515153
-4253,1740.8106286617294,1740.8086303480052,-0.001998313724243417
-4252,1741.0205658673667,1741.0187895000295,-0.0017763673372428457
-4251,1741.230503073004,1741.2296525461527,-0.0008505268513090414
-4250,1741.4404402786413,1741.4398970330353,-0.000543245605967968
-4249,1741.6503774842786,1741.6505217892259,0.00014430494729822385
-4248,1741.8603146899159,1741.8610766154036,0.0007619254877226922
-4247,1742.0702518955534,1742.0709262469875,0.0006743514340996626
-4246,1742.2801891011907,1742.2804640910801,0.0002749898894762737
-4245,1742.4901263068282,1742.4896756152589,-0.00045069156931276666
-4244,1742.7000635124655,1742.6986500330543,-0.0014134794112123927
-4243,1742.9100007181028,1742.9082056519392,-0.0017950661635950382
-4242,1743.11993792374,1743.1179125926833,-0.0020253310567568406
-4241,1743.3298751293773,1743.329069705573,-0.0008054238044223894
-4240,1743.5398123350146,1743.5386690030434,-0.0011433319712068624
-4239,1743.749749540652,1743.7487522305698,-0.0009973100820843683
-4238,1743.9596867462894,1743.9588016595242,-0.0008850867652654415
-4237,1744.1696239519267,1744.1687214134067,-0.0009025385199947777
-4236,1744.379561157564,1744.3784380119428,-0.0011231456212499324
-4235,1744.5894983632015,1744.5877830359616,-0.0017153272399355046
-4234,1744.7994355688388,1744.7975549043563,-0.0018806644825417607
-4233,1745.009372774476,1745.0072196481963,-0.002153126279836215
-4232,1745.2193099801134,1745.2170832067386,-0.002226773374786717
-4231,1745.4292471857507,1745.4270733167803,-0.0021738689704307035
-4230,1745.639184391388,1745.637257959705,-0.0019264316829321615
-4229,1745.8491215970253,1745.8471231422943,-0.0019984547309377376
-4228,1746.0590588026628,1746.057189126811,-0.0018696758518217393
-4227,1746.2689960083,1746.2674029440395,-0.0015930642605326284
-4226,1746.4789332139376,1746.4775740945404,-0.0013591193971933535
-4225,1746.6888704195749,1746.6876370553462,-0.001233364228710343
-4224,1746.8988076252122,1746.8976402034118,-0.0011674218003463466
-4223,1747.1087448308494,1747.107473896319,-0.0012709345303392183
-4222,1747.3186820364867,1747.317169592276,-0.0015124442106753122
-4221,1747.528619242124,1747.5272223350983,-0.001396907025764449
-4220,1747.7385564477613,1747.7374788920552,-0.0010775557061606378
-4219,1747.9484936533986,1747.9470073965372,-0.0014862568614262273
-4218,1748.1584308590361,1748.1573296067786,-0.001101252257512897
-4217,1748.3683680646734,1748.3668442579185,-0.0015238067549034895
-4216,1748.578305270311,1748.5765427951706,-0.0017624751403673145
-4200,1751.937300560508,1751.9354232932574,-0.001877267250620207
-4199,1752.1472377661455,1752.1456357090747,-0.0016020570708406012
-4198,1752.3571749717828,1752.3555019207408,-0.001673051041962026
-4197,1752.5671121774203,1752.5650975408853,-0.0020146365350228734
-4196,1752.7770493830576,1752.774955073121,-0.0020943099366377282
-4195,1752.986986588695,1752.9849212443507,-0.0020653443441460695
-4194,1753.1969237943322,1753.1949111791541,-0.0020126151780459622
-4193,1753.4068609999695,1753.404919495046,-0.0019415049234794424
-4192,1753.6167982056068,1753.6148142177956,-0.001983987811172483
-4191,1753.826735411244,1753.8246868194522,-0.0020485917918904306
-4190,1754.0366726168816,1754.0345126542127,-0.0021599626688839635
-4189,1754.2466098225188,1754.244847919166,-0.001761903352871741
-4188,1754.4565470281561,1754.4550912181858,-0.0014558099703663174
-4187,1754.6664842337937,1754.6651280459628,-0.0013561878308792075
-4186,1754.876421439431,1754.875099822135,-0.00132161729584368
-4185,1755.0863586450682,1755.0857605395217,-0.0005981055464872043
-4184,1755.2962958507055,1755.2955339533403,-0.0007618973652370187
-4183,1755.5062330563428,1755.5050717748204,-0.001161281522399804
-4182,1755.71617026198,1755.7149701166463,-0.0012001453337688872
-4181,1755.9261074676174,1755.9248636916418,-0.0012437759755812294
-4180,1756.136044673255,1756.1347389026,-0.001305770654880689
-4179,1756.3459818788922,1756.3444614454258,-0.0015204334663394548
-4178,1756.5559190845297,1756.5539909496365,-0.0019281348932054243
-4177,1756.765856290167,1756.763828258099,-0.0020280320679830766
-4176,1756.9757934958043,1756.9742190797215,-0.0015744160828035092
-4175,1757.1857307014416,1757.1840786311193,-0.0016520703222795419
-4174,1757.3956679070789,1757.3947017945857,-0.0009661124931881204
-4173,1757.6056051127161,1757.6050882701472,-0.0005168425689134892
-4172,1757.8155423183534,1757.8157167264967,0.00017440814326619147
-4171,1758.025479523991,1758.0255744807052,9.495671429249342e-05
-4170,1758.2354167296282,1758.23621015842,0.0007934287916668836
-4169,1758.4453539352655,1758.4449374452267,-0.0004164900387877424
-4168,1758.655291140903,1758.654701373821,-0.0005897670821468637
-4167,1758.8652283465403,1758.8635576708884,-0.0016706756518942711
-4166,1759.0751655521776,1759.0739036478883,-0.0012619042893220467
-4165,1759.285102757815,1759.2840174273963,-0.0010853304186184687
-4164,1759.4950399634522,1759.4940067941754,-0.0010331692767522327
-4163,1759.7049771690895,1759.703495170038,-0.0014819990515206882
-4162,1759.9149143747268,1759.9131084837124,-0.0018058910143281537
-4161,1760.1248515803643,1760.1233027562703,-0.0015488240940157993
-4160,1760.3347887860016,1760.333210272079,-0.001578513922595448
-4159,1760.544725991639,1760.542927915498,-0.001798076141085403
-4158,1760.7546631972764,1760.752632486545,-0.0020307107313328743
-4157,1760.9646004029137,1760.9625995249728,-0.0020008779408726696
-4156,1761.174537608551,1761.1726586833329,-0.0018789252180795302
-4155,1761.3844748141883,1761.383160190661,-0.0013146235271506157
-4154,1761.5944120198255,1761.5939963226735,-0.0004156971519932995
-4153,1761.8043492254628,1761.8048731749768,0.0005239495139903738
-4138,1764.953407310023,1764.9512824140977,-0.00212489592536258
-4137,1765.1633445156604,1765.1611331670717,-0.0022113485886166018
-4136,1765.3732817212976,1765.3714808326129,-0.0018008886847837857
-4135,1765.583218926935,1765.5816523012916,-0.0015666256433632952
-4134,1765.7931561325722,1765.7927176494486,-0.00043848312361660646
-4133,1766.0030933382097,1766.0032529483942,0.00015961018448251707
-4132,1766.213030543847,1766.2139175320806,0.0008869882335602597
-4131,1766.4229677494843,1766.4244191967464,0.00145144726207036
-4130,1766.6329049551218,1766.6334306751148,0.0005257199929928902
-4129,1766.8428421607591,1766.842692087352,-0.00015007340721240325
-4128,1767.0527793663964,1767.0514167408276,-0.0013626255688450328
-4127,1767.2627165720337,1767.2605819558535,-0.002134616180228477
-4126,1767.472653777671,1767.470627656267,-0.0020261214040147024
-4125,1767.6825909833083,1767.681076290869,-0.0015146924392865913
-4124,1767.8925281889456,1767.8919993097045,-0.0005288792410738097
-4123,1768.102465394583,1768.10073069234,-0.0017347022430840298
-4122,1768.3124026002204,1768.3112729325228,-0.001129667697568948
-4121,1768.5223398058579,1768.5211894982413,-0.0011503076166263781
-4120,1768.7322770114952,1768.7308393670235,-0.0014376444717072445
-4119,1768.9422142171325,1768.9403446260815,-0.0018695910509904934
-4118,1769.1521514227697,1769.1500496414562,-0.002101781313513129
-4117,1769.362088628407,1769.359712612791,-0.0023760156159369217
-4116,1769.5720258340443,1769.5695528507247,-0.002472983319648847
-4115,1769.7819630396816,1769.7796809671163,-0.0022820725653218688
-4114,1769.991900245319,1769.9901211862161,-0.0017790591027733171
-4113,1770.2018374509564,1770.2006538769292,-0.0011835740272090334
-4112,1770.4117746565937,1770.4106291314924,-0.001145525101264866
-4111,1770.6217118622312,1770.6209114634228,-0.0008003988084510638
-4110,1770.8316490678685,1770.830763182974,-0.0008858848946147191
-4109,1771.0415862735058,1771.0402769412196,-0.0013093322861550405
-4108,1771.251523479143,1771.2500056465592,-0.0015178325838860474
-4107,1771.4614606847804,1771.4604386649917,-0.0010220197887065297
-4106,1771.6713978904177,1771.6704389537672,-0.0009589366504769714
-4105,1771.881335096055,1771.8804600910753,-0.0008750049796617532
-4104,1772.0912723016925,1772.0901773237206,-0.001094977971888511
-4103,1772.3012095073298,1772.3001654619684,-0.001044045361368262
-4102,1772.511146712967,1772.510048154704,-0.001098558263038285
-4101,1772.7210839186046,1772.7197269968924,-0.0013569217121585098
-4100,1772.9310211242419,1772.9295073731264,-0.0015137511154534877
-4099,1773.1409583298791,1773.139071843147,-0.0018864867322463397
-4098,1773.3508955355164,1773.348973185502,-0.0019223500144107675
-4076,1777.9695140595377,1777.9673790583804,-0.0021350011572849326
-4075,1778.1794512651752,1778.1773392424104,-0.002112022764777066
-4074,1778.3893884708125,1778.387320140491,-0.0020683303214354964
-4073,1778.59932567645,1778.597587099218,-0.0017385772321176773
-4072,1778.8092628820873,1778.807704310494,-0.0015585715932502353
-4071,1779.0192000877246,1779.0177753852158,-0.0014247025087570364
-4070,1779.2291372933619,1779.2278067768457,-0.0013305165161909827
-4069,1779.4390744989992,1779.4379468615014,-0.001127637497802425
-4068,1779.6490117046365,1779.6475812970034,-0.0014304076330518
-4067,1779.8589489102737,1779.8575894716269,-0.0013594386468867015
-4066,1780.0688861159113,1780.0672920298277,-0.0015940860835144122
-4065,1780.2788233215485,1780.2774527492143,-0.0013705723342809506
-4064,1780.4887605271858,1780.4876990166904,-0.0010615104954467824
-4063,1780.6986977328233,1780.6974973840483,-0.001200348775000748
-4062,1780.9086349384606,1780.907431643285,-0.0012032951756282273
-4061,1781.118572144098,1781.117353028468,-0.0012191156299650174
-4060,1781.3285093497352,1781.326903597936,-0.0016057517991612258
-4059,1781.5384465553725,1781.5368486641328,-0.0015978912397258682
-4058,1781.7483837610098,1781.7474885757874,-0.0008951852223617607
-4057,1781.958320966647,1781.9576413833734,-0.0006795832737225282
-4056,1782.1682581722846,1782.1679700667912,-0.00028810549338231795
-4055,1782.3781953779219,1782.3787045239128,0.000509145990918114
-4054,1782.5881325835594,1782.5889159346575,0.0007833510981072322
-4053,1782.7980697891967,1782.7976478337455,-0.00042195545120193856
-4052,1783.008006994834,1783.007935772438,-7.12223959453695e-05
-4051,1783.2179442004713,1783.2192294042518,0.0012852037805259897
-4050,1783.4278814061086,1783.4267139857318,-0.0011674203767597646
-4049,1783.6378186117458,1783.6367757584765,-0.001042853269382249
-4048,1783.8477558173831,1783.8468996204872,-0.0008561968959384103
-4047,1784.0576930230206,1784.056990517961,-0.0007025050597349036
-4046,1784.267630228658,1784.2667839051637,-0.0008463234942155395
-4045,1784.4775674342952,1784.476107326645,-0.0014601076502458454
-4044,1784.6875046399327,1784.6857786648095,-0.0017259751232359122
-4043,1784.89744184557,1784.895641349869,-0.001800495700990723
-4042,1785.1073790512073,1785.1055643554685,-0.0018146957388580631
-4041,1785.3173162568446,1785.315518923426,-0.0017973334186081047
-4040,1785.527253462482,1785.5255406418744,-0.0017128206075085473
-4039,1785.7371906681192,1785.7366410988852,-0.0005495692339536618
-4038,1785.9471278737565,1785.9467499636276,-0.0003779101289183018
-4037,1786.157065079394,1786.156875899407,-0.00018917998704637284
-4036,1786.3670022850313,1786.367626337863,0.0006240528316538985
-4035,1786.5769394906688,1786.57813091588,0.0011914252111182577
-4034,1786.786876696306,1786.787046119456,0.00016942314982770768
-4015,1790.7756836034155,1790.7768629857098,0.001179382294367315
-4014,1790.9856208090528,1790.9863585047199,0.000737695667112348
-4011,1791.6154324259646,1791.6147994193211,-0.0006330066435111803
-4010,1791.825369631602,1791.8242344526775,-0.0011351789244145039
-4009,1792.0353068372392,1792.034550694426,-0.0007561428133158188
-4008,1792.2452440428767,1792.2442240571309,-0.0010199857458701445
-4007,1792.455181248514,1792.4539475008974,-0.001233747616652181
-4006,1792.6651184541515,1792.6637177812665,-0.0014006728849835781
-4005,1792.8750556597888,1792.8733652380279,-0.0016904217609408079
-4004,1793.084992865426,1793.083188441053,-0.0018044243731765164
-4003,1793.2949300710634,1793.292972371521,-0.001957699542344926
-4002,1793.5048672767007,1793.5028391445824,-0.002028132118311987
-4001,1793.714804482338,1793.712742682801,-0.002061799536932085
-4000,1793.9247416879753,1793.9225819735962,-0.0021597143791041162
-3999,1794.1346788936128,1794.1325065357398,-0.00217235787295067
-3998,1794.34461609925,1794.3425166987997,-0.0020994004503336328
-3997,1794.5545533048873,1794.5526311436124,-0.0019221612749333872
-3996,1794.7644905105249,1794.762637858623,-0.001852651901799618
-3995,1794.9744277161622,1794.972627265483,-0.0018004506791839958
-3994,1795.1843649217994,1795.1827636459705,-0.0016012758289889462
-3993,1795.3943021274367,1795.3927952034865,-0.001506923950273631
-3992,1795.604239333074,1795.6027317703658,-0.0015075627081841958
-3991,1795.8141765387113,1795.8125975062517,-0.0015790324596309802
-3990,1796.0241137443486,1796.023033906094,-0.0010798382545544882
-3989,1796.234050949986,1796.2328996372953,-0.0011513126908084814
-3988,1796.4439881556234,1796.4429611240969,-0.0010270315265188401
-3987,1796.653925361261,1796.6525131068238,-0.001412254437127558
-3986,1796.8638625668982,1796.8620657797753,-0.0017967871228847798
-3985,1797.0737997725355,1797.0715351766653,-0.002264595870201447
-3984,1797.2837369781728,1797.28162356743,-0.0021134107428224524
-3983,1797.49367418381,1797.491539526793,-0.002134657016995334
-3982,1797.7036113894474,1797.7014560918578,-0.0021552975895247073
