frequencies,power,peak_index
0.01995414289931093,28.505909952878305,614
0.03849247378828011,13.24211757200073,1232
0.057270783070634,28.797793130853425,1858
0.07604909235298789,15.20868674622982,2484
0.09524736382376503,25.15676828056743,3124
0.11435564339702291,12.01935220200751,3761
0.13310395538020373,21.91535433350065,4386
0.15227222955180778,12.614273607653073,5025
0.17114053073168095,16.868833379230693,5654
0.18994883731320794,9.484719555307667,6281
0.20893712768977346,12.404299749658373,6914
0.2281054018613775,8.577572639240062,7553
0.24640375435696196,7.933878317039411,8163
0.2656620204260853,6.117063674845346,8805
0.2801207186275143,5.389424625900667,9287
0.2955993250008284,3.2217529014313295,9803
0.3040585633676396,4.460083493875196,10085
0.3171673831062796,4.018844491103867,10522
0.33069616503334287,3.219313289008722,10973
0.34305505229265565,4.122846791119542,11385
0.35568391524452625,3.020237143265916,11806
0.3670528916311271,4.517320253929295,12185
0.3838813764672302,5.163389324138878,12746
0.39429043928029217,1.2748331560626738,13093
0.40493948048673883,5.067341688618407,13448
0.422457903203823,6.0994146549522466,14032
0.4425860909489659,5.510110968481085,14703
0.4610344299404158,6.828694363172806,15318
0.48011271221450064,4.95396707803101,15954
0.4991909944885854,6.34201749163114,16590
0.5177593226767276,4.844876969630748,17209
0.5287083368749053,3.33339188952248,17574
0.5376475320284859,5.374025681633954,17872
0.5546260033604544,4.176950395809519,18438
0.5663849446363054,3.154318852294692,18830
0.5758040965766554,4.026708359981643,19144
0.5898728298888343,4.1013354708488805,19613
0.6040915496968786,2.2878974842389734,20087
0.6133307178421902,2.369400297453221,20395
0.6290493026088889,3.5823986029078556,20919
0.6414981817657209,2.236786182330351,21334
0.6516072715870521,1.2452319270464485,21671
0.666695913071116,2.411743011917031,22174
0.6787848246378709,2.141295384998658,22577
0.692913552548396,1.1714014476100585,23048
0.714751586346405,3.0113928917739705,23776
0.732539984756047,2.6424604965897016,24369
0.7535680914763826,4.126627719618698,25070
0.7712365006893321,3.2464605716139183,25659
0.7907647424510132,4.621211476087179,26310
0.8110429166920217,2.8824137539216537,26986
0.8263415392702972,3.8321099087544797,27496
0.848449548760864,3.5110850292494,28233
0.8659979687771212,3.3289162798001493,28818
0.886426129513995,2.968009815991356,29499
0.904874468505445,1.7064133270650468,30114
0.913633679863987,2.3404761615978322,30406
0.9244327075662991,1.3741156721005878,30766
0.9359516704487654,0.6681573171615312,31150
0.9492104766832709,1.90048150758696,31592
0.9597095313938522,1.7218704123016135,31942
0.9718284402597802,1.3127358324542457,32346
0.9878469980182099,1.8178120399673217,32880
0.9973561418560792,2.1839812670420455,33197
1.0095950399186997,2.4680338192908993,33605
1.0232438110424553,1.2736191817891,34060
1.0359926631910181,1.3803992363642075,34485
1.0492214721263506,1.6959392175959545,34926
1.0605904485129514,2.792566185801598,35305
1.0733393006615144,1.0101309025847995,35730
1.0864481204001544,1.0809265621483695,36167
1.099466948241275,4.1188942176413565,36601
1.1105959462344912,0.6386427354518054,36972
1.1189951900029562,1.7411187337100893,37252
1.1279043878573638,0.5909617220266702,37549
1.1394533480390032,3.384438905059286,37934
1.1561318463792407,1.8402327391976727,38490
1.1768299828086723,2.3359635197225064,39180
1.1938984460381603,2.295759021080237,39749
1.2064673143916846,1.9182312772621564,40168
1.233824851237542,1.77679107486721,41080
1.2570727580966863,0.7503416398055187,41855
1.2712914779047306,1.5151140360722857,42329
1.289289857408584,2.234651958946705,42929
1.302668652839782,1.957836953280663,43375
1.3135576724396134,0.8599693631812785,43738
1.3277163976493116,2.196271740172346,44210
1.3395053362243357,1.8108527618309203,44603
1.3504843477216864,1.2699871862503478,44969
1.3673128325577895,1.733381201346997,45530
1.3789517846369481,0.8493609407835104,45918
1.4005198427423993,2.1819277786411773,46637
1.4146785679520975,1.1566400226490783,47109
1.4235577685073317,0.8716124730380131,47405
1.4337868475253552,2.0736988157239122,47746
1.4510352945498817,1.5160013827205987,48321
1.4600944789001546,2.5278699878892636,48623
1.4723333769627749,2.453633729036316,49031
1.4965711946946312,1.877881021421855,49839
1.5103399550150791,2.428543165744455,50298
1.5241987072330463,1.915139124459922,50760
1.5357176701155126,1.5860162039912216,51144
1.5468466681087287,2.218453062918701,51515
1.5621152933878313,1.5261133411391672,52024
1.5733642805777397,1.6432918532941498,52399
1.585903151632091,2.4395410440694665,52817
1.5985320145839617,1.0186725873196267,53238
1.6209399970662592,1.7545359319289338,53985
1.6379184683982277,1.19725511357807,54551
1.649437431280694,0.7071234059242516,54935
1.6572367290656973,1.4036087390109713,55195
1.6686357027514713,1.2704876630101891,55575
1.6804846359248415,0.9945263456785867,55970
1.694073412450251,1.846568248238308,56423
1.7061923213161792,2.74439905831063,56827
1.7211609736035507,1.1924470094563429,57326
1.73270993378519,1.2766568785458217,57711
1.7443188885651755,2.4292902996825365,58098
1.760637419315336,1.1075091595739528,58642
1.7712564632226098,0.9257537000399506,58996
1.7834653639860572,2.264921459310595,59403
1.7979540594866592,1.1147423932788068,59886
1.8094730223691255,1.1488858281065029,60270
1.8196421067888027,2.1328228490234054,60609
1.8371305322067137,1.4986355320744227,61192
1.8535390548543937,1.4676307040303955,61739
1.8635881500773785,1.0804805542919884,62074
1.8749571264639795,1.0051003076928582,62453
1.8916956194025631,1.8565809092761594,63011
1.9026146363015677,0.2987147295777105,63375
1.9122737666353025,0.9942729824240109,63697
1.9301521569424638,1.7745263467603705,64293
1.941341149534026,0.5698445010340686,64666
1.9549299260594355,0.9002239105944722,65119
1.9677387728063445,2.22660550611893,65546
1.9820474845119083,1.0959001291299169,66023
1.9948563312588172,0.8528972136239636,66450
2.006555277936322,1.9833389908294878,66840
2.019664097674962,1.2546682409156038,67277
2.0334928525937563,1.1496555003771616,67738
2.044741839783665,1.9768367156869817,68113
2.056590772957035,1.2560441347686617,68508
2.0694296170031174,0.8372338261895593,68936
2.0798386798161794,1.6013083754291884,69283
2.09489732400107,0.7879235229754976,69785
2.116405387508175,1.7371907189342723,70502
2.1278043611939492,0.8912134882932586,70882
2.1376434753227223,0.39505156201353087,71210
2.1548019304497292,1.3543001871538016,71782
2.1656309554512148,1.398905019193669,72143
2.177539883222931,0.36875117689827575,72540
2.1928385058012068,1.206762263343792,73050
2.2036075362043457,1.3963019451325929,73409
2.2280553350304135,1.2698598657109867,74224
2.24074419258063,1.4367264625595317,74647
2.2609623722232923,0.827945190057589,75321
2.2714914242330466,1.3708234315395458,75672
2.2805506085833196,2.00361744999337,75974
2.297799055607846,0.7107437059593399,76549
2.309887967174601,1.393719459176749,76952
2.319247124516605,1.2259641748302585,77264
2.3395852933559595,1.0575997711209677,77942
2.357313697167255,0.23963424372192133,78533
2.3662228950216626,0.5945627266473573,78830
2.3788217606743602,1.214981735624783,79250
2.4048594163566017,0.6141161094772154,80118
2.4193481118572038,1.1069831209587964,80601
