E,C,O,O-C
-2061,1813.505474328377,,
-2060,1813.8629718499037,,
-2059,1814.2204693714307,,
-2058,1814.5779668929572,,
-2057,1814.9354644144842,,
-2056,1815.292961936011,,
-2055,1815.6504594575376,,
-2054,1816.0079569790644,,
-2053,1816.365454500591,1816.3637011412115,-151.49025039427215
-2052,1816.722952022118,1816.7236006275973,56.039513405266916
-2051,1817.0804495436446,1817.0830377694217,223.62270714293118
-2050,1817.4379470651716,1817.439835059289,163.12269174304674
-2049,1817.7954445866983,1817.7959414427623,42.928363933606306
-2048,1818.152942108225,1818.1548359764893,163.6302180297207
-2047,1818.5104396297518,1818.510269993211,-14.65659711684566
-2046,1818.8679371512785,1818.8674401233457,-42.94321339839371
-2045,1819.2254346728055,1819.2247287310495,-60.993367718037916
-2044,1819.582932194332,1819.584557904256,140.46133742740494
-2043,1819.940429715859,1819.9416522113418,105.62360971453018
-2042,1820.2979272373857,1820.296843273958,-93.65444014620152
-2041,1820.6554247589124,1820.6547643655144,-57.05798958661035
-2040,1821.0129222804392,1821.013255876593,28.822707681683823
-2039,1821.370419801966,1821.3703476423036,-6.234594822308281
-2038,1821.7279173234929,1821.7290574070948,98.50322320999112
-2037,1822.0854148450194,1822.0869324277294,131.1191461434646
-2036,1822.4429123665464,1822.44375125244,72.47974121564766
-2035,1822.800409888073,1822.8016732403373,109.15363562962739
-2034,1823.1579074095998,1823.1600379639015,184.0798916608037
-2033,1823.5154049311266,1823.517769796466,204.32436532064457
-2032,1823.8729024526533,1823.8719799899418,-79.70077827485511
-2031,1824.2303999741803,1824.2320180731874,139.80375421742792
-2030,1824.5878974957068,1824.5882140170174,27.34744124027202
-2029,1824.9453950172337,1824.94649013101,94.6178302699991
-2028,1825.3028925387603,1825.3039878679604,94.6364428884408
-2027,1825.6603900602872,1825.6613020052882,78.79204808705254
-2026,1826.017887581814,1826.0188704323264,84.91828427140717
-2025,1826.3753851033407,1826.376753110785,118.19584319600835
-2024,1826.7328826248677,1826.734531745841,142.48405209291377
-2023,1827.0903801463942,1827.0907092232926,28.43224402386113
-2022,1827.4478776679211,1827.447950306118,6.275940203340724
-2021,1827.8053751894477,,
-2020,1828.1628727109746,,
-2019,1828.5203702325014,,
-2018,1828.877867754028,,
-2017,1829.2353652755548,1829.2379682553333,224.89745285638492
-2016,1829.5928627970816,1829.5930351810664,14.893976288294652
-2015,1829.9503603186085,1829.9502551905496,-9.083064295555232
-2014,1830.307857840135,1830.3064921683736,-117.99404019402573
-2013,1830.665355361662,1830.6680546125685,233.21527832304128
-2012,1831.0228528831888,1831.0238413540246,85.4038802186551
-2011,1831.3803504047155,1831.3811346717373,67.76067068349221
-2010,1831.7378479262422,1831.7386870127364,72.49707309238147
-2009,1832.095345447769,1832.0964941155953,99.24490019475343
-2008,1832.452842969296,1832.4550303128076,188.9864794065943
-2007,1832.8103404908225,1832.811372049627,89.12668070624932
-2006,1833.1678380123494,1833.169047255091,104.47857287872466
-2005,1833.5253355338762,1833.527227581046,163.47287547105225
-2004,1833.882833055403,1833.884875596315,176.4755348005565
-2003,1834.2403305769296,1834.2454482051814,442.1630809563794
-2002,1834.5978280984564,1834.5998380680655,173.6613742315967
-2001,1834.9553256199833,1834.9580030158722,231.32700480055064
-2000,1835.3128231415099,1835.3125077333762,-27.251262751815375
-1999,1835.6703206630368,1835.6713169144964,86.07612610794604
-1998,1836.0278181845636,1836.0274839835336,-28.874968992022332
-1997,1836.3853157060903,1836.3843715306039,-81.57676202827133
-1996,1836.742813227617,1836.7428590010716,3.9548264714539982
-1995,1837.1003107491438,1837.1023961648616,180.1799180204398
-1994,1837.4578082706707,1837.4615003856575,318.9987348538125
-1993,1837.8153057921973,1837.8164383353862,97.85173152849893
-1992,1838.1728033137242,1838.174116980203,113.5007837714511
-1991,1838.5303008352507,1838.53258087043,196.99503948140773
-1990,1838.8877983567777,1838.89020819483,208.210007713933
-1989,1839.2452958783044,1839.2454581242475,14.018049484002404
-1988,1839.6027933998312,1839.601787749718,-86.88816978537943
-1987,1839.9602909213581,1839.9621468127236,160.34901397870271
-1986,1840.3177884428846,1840.3193430683318,134.31963863549754
-1985,1840.6752859644116,1840.6748996208082,-33.380087333353
-1984,1841.0327834859381,,
-1983,1841.390281007465,,
-1982,1841.7477785289918,,
-1981,1842.1052760505186,,
-1980,1842.4627735720453,,
-1979,1842.820271093572,,
-1978,1843.177768615099,,
-1977,1843.5352661366255,,
-1976,1843.8927636581525,,
-1975,1844.2502611796792,,
-1974,1844.607758701206,,
-1973,1844.9652562227327,,
-1972,1845.3227537442594,,
-1971,1845.6802512657864,,
-1970,1846.037748787313,,
-1969,1846.39524630884,,
-1968,1846.7527438303666,,
-1967,1847.1102413518934,,
-1966,1847.46773887342,,
-1965,1847.8252363949468,,
-1964,1848.1827339164738,,
-1963,1848.5402314380003,,
-1962,1848.8977289595273,,
-1961,1849.255226481054,,
-1960,1849.6127240025808,,
-1959,1849.9702215241075,,
-1958,1850.3277190456342,,
-1957,1850.6852165671612,,
-1956,1851.0427140886877,,
-1955,1851.4002116102147,,
-1954,1851.7577091317414,,
-1953,1852.1152066532682,,
-1952,1852.472704174795,,
-1951,1852.8302016963216,,
-1950,1853.1876992178486,,
-1949,1853.5451967393751,,
-1948,1853.902694260902,,
-1947,1854.2601917824286,,
-1946,1854.6176893039556,,
-1945,1854.9751868254823,,
-1944,1855.332684347009,,
-1943,1855.690181868536,,
-1942,1856.0476793900625,,
-1941,1856.4051769115895,,
-1940,1856.762674433116,,
-1939,1857.120171954643,,
-1938,1857.4776694761697,,
-1937,1857.8351669976964,,
-1936,1858.1926645192232,,
-1935,1858.55016204075,,
-1934,1858.9076595622769,,
-1933,1859.2651570838034,,
-1932,1859.6226546053304,,
-1931,1859.980152126857,,
-1930,1860.3376496483838,,
-1929,1860.6951471699106,,
-1928,1861.0526446914373,,
-1927,1861.4101422129643,,
-1926,1861.7676397344908,,
-1925,1862.1251372560178,,
-1924,1862.4826347775445,,
-1923,1862.8401322990712,,
-1922,1863.197629820598,,
-1921,1863.5551273421247,,
-1920,1863.9126248636517,,
-1919,1864.2701223851782,,
-1918,1864.6276199067051,,
-1917,1864.985117428232,,
-1916,1865.3426149497586,,
-1915,1865.7001124712854,,
-1914,1866.057609992812,,
-1913,1866.415107514339,,
-1912,1866.7726050358656,,
-1911,1867.1301025573925,,
-1910,1867.487600078919,,
-1909,1867.845097600446,,
-1908,1868.2025951219728,,
-1907,1868.5600926434995,,
-1906,1868.9175901650265,,
-1905,1869.275087686553,,
-1904,1869.63258520808,,
-1903,1869.9900827296065,,
-1902,1870.3475802511334,,
-1901,1870.7050777726602,,
-1900,1871.062575294187,,
-1899,1871.4200728157136,,
-1898,1871.7775703372404,,
-1897,1872.1350678587673,,
-1896,1872.4925653802939,,
-1895,1872.8500629018208,,
-1894,1873.2075604233476,,
-1893,1873.5650579448743,,
-1892,1873.922555466401,,
-1891,1874.2800529879278,,
-1890,1874.6375505094547,,
-1889,1874.9950480309813,,
-1888,1875.3525455525082,,
-1887,1875.710043074035,,
-1886,1876.0675405955617,,
-1885,1876.4250381170884,,
-1884,1876.7825356386152,,
-1883,1877.1400331601421,,
-1882,1877.4975306816686,,
-1881,1877.8550282031956,,
-1880,1878.2125257247224,,
-1879,1878.570023246249,,
-1878,1878.9275207677758,,
-1877,1879.2850182893026,,
-1876,1879.6425158108295,,
-1875,1880.000013332356,,
-1874,1880.357510853883,,
-1873,1880.7150083754098,,
-1872,1881.0725058969365,,
-1871,1881.4300034184632,,
-1870,1881.78750093999,,
-1869,1882.144998461517,,
-1868,1882.5024959830434,,
-1867,1882.8599935045704,,
-1866,1883.217491026097,,
-1865,1883.574988547624,,
-1864,1883.9324860691506,,
-1863,1884.2899835906774,,
-1862,1884.647481112204,,
-1861,1885.0049786337308,,
-1860,1885.3624761552578,,
-1859,1885.7199736767843,,
-1858,1886.0774711983113,,
-1857,1886.434968719838,,
-1856,1886.7924662413648,,
-1855,1887.1499637628915,,
-1854,1887.5074612844182,,
-1853,1887.8649588059452,,
-1852,1888.2224563274717,,
-1851,1888.5799538489987,,
-1850,1888.9374513705254,,
-1849,1889.2949488920522,,
-1848,1889.652446413579,,
-1847,1890.0099439351056,,
-1846,1890.3674414566326,,
-1845,1890.7249389781591,,
-1844,1891.082436499686,,
-1843,1891.4399340212128,,
-1842,1891.7974315427396,,
-1841,1892.1549290642663,,
-1840,1892.512426585793,,
-1839,1892.86992410732,,
-1838,1893.2274216288465,,
-1837,1893.5849191503735,,
-1836,1893.9424166719002,,
-1835,1894.299914193427,,
-1834,1894.6574117149537,,
-1833,1895.0149092364804,,
-1832,1895.3724067580074,,
-1831,1895.729904279534,,
-1830,1896.0874018010609,,
-1829,1896.4448993225874,,
-1828,1896.8023968441144,,
-1827,1897.159894365641,,
-1826,1897.5173918871678,,
-1825,1897.8748894086948,,
-1824,1898.2323869302213,,
-1823,1898.5898844517483,,
-1822,1898.9473819732748,,
-1821,1899.3048794948018,,
-1820,1899.6623770163285,,
-1819,1900.0198745378552,,
-1818,1900.377372059382,,
-1817,1900.7348695809087,,
-1816,1901.0923671024357,,
-1815,1901.4498646239622,,
-1814,1901.8073621454892,,
-1813,1902.164859667016,,
-1812,1902.5223571885426,,
-1811,1902.8798547100694,,
-1810,1903.237352231596,,
-1809,1903.594849753123,,
-1808,1903.9523472746496,,
-1807,1904.3098447961765,,
-1806,1904.6673423177033,,
-1805,1905.02483983923,,
-1804,1905.3823373607568,,
-1803,1905.7398348822835,,
-1802,1906.0973324038105,,
-1801,1906.454829925337,,
-1800,1906.812327446864,,
-1799,1907.1698249683907,,
-1798,1907.5273224899174,,
-1797,1907.8848200114442,,
-1796,1908.242317532971,,
-1795,1908.5998150544979,,
-1794,1908.9573125760244,,
-1793,1909.3148100975513,,
-1792,1909.672307619078,,
-1791,1910.0298051406048,,
-1790,1910.3873026621316,,
-1789,1910.7448001836583,,
-1788,1911.1022977051853,,
-1787,1911.4597952267118,,
-1786,1911.8172927482387,,
-1785,1912.1747902697653,,
-1784,1912.5322877912922,,
-1783,1912.889785312819,,
-1782,1913.2472828343457,,
-1781,1913.6047803558724,,
-1780,1913.9622778773992,,
-1779,1914.3197753989261,,
-1778,1914.6772729204527,,
-1777,1915.0347704419796,,
-1776,1915.3922679635064,,
-1775,1915.749765485033,,
-1774,1916.1072630065598,,
-1773,1916.4647605280866,,
-1772,1916.8222580496135,,
-1771,1917.17975557114,,
-1770,1917.537253092667,,
-1769,1917.8947506141938,,
-1768,1918.2522481357205,,
-1767,1918.6097456572472,,
-1766,1918.967243178774,,
-1765,1919.324740700301,,
-1764,1919.6822382218274,,
-1763,1920.0397357433544,,
-1762,1920.3972332648812,,
-1761,1920.754730786408,,
-1760,1921.1122283079346,,
-1759,1921.4697258294614,,
-1758,1921.8272233509883,,
-1757,1922.1847208725148,,
-1756,1922.5422183940418,,
-1755,1922.8997159155685,,
-1754,1923.2572134370953,,
-1753,1923.614710958622,,
-1752,1923.9722084801488,,
-1751,1924.3297060016757,,
-1750,1924.6872035232022,,
-1749,1925.0447010447292,,
-1748,1925.4021985662557,,
-1747,1925.7596960877827,,
-1746,1926.1171936093094,,
-1745,1926.4746911308362,,
-1744,1926.8321886523631,,
-1743,1927.1896861738896,,
-1742,1927.5471836954166,,
-1741,1927.9046812169431,,
-1740,1928.26217873847,,
-1739,1928.6196762599968,,
-1738,1928.9771737815236,,
-1737,1929.3346713030503,,
-1736,1929.692168824577,,
-1735,1930.049666346104,,
-1734,1930.4071638676305,,
-1733,1930.7646613891575,,
-1732,1931.1221589106842,,
-1731,1931.479656432211,,
-1730,1931.8371539537377,,
-1729,1932.1946514752644,,
-1728,1932.5521489967914,,
-1727,1932.909646518318,,
-1726,1933.2671440398449,,
-1725,1933.6246415613716,,
-1724,1933.9821390828984,,
-1723,1934.339636604425,,
-1722,1934.6971341259518,,
-1721,1935.0546316474788,,
-1720,1935.4121291690053,,
-1719,1935.7696266905323,,
-1718,1936.127124212059,,
-1717,1936.4846217335858,,
-1716,1936.8421192551125,,
-1715,1937.1996167766392,,
-1714,1937.5571142981662,,
-1713,1937.9146118196927,,
-1712,1938.2721093412197,,
-1711,1938.6296068627462,,
-1710,1938.9871043842732,,
-1709,1939.3446019058,,
-1708,1939.7020994273266,,
-1707,1940.0595969488536,,
-1706,1940.41709447038,,
-1705,1940.774591991907,,
-1704,1941.1320895134336,,
-1703,1941.4895870349606,,
-1702,1941.8470845564873,,
-1701,1942.204582078014,,
-1700,1942.5620795995408,,
-1699,1942.9195771210675,,
-1698,1943.2770746425945,,
-1697,1943.634572164121,,
-1696,1943.992069685648,,
-1695,1944.3495672071747,,
-1694,1944.7070647287014,,
-1693,1945.0645622502282,,
-1692,1945.422059771755,,
-1691,1945.7795572932819,,
-1690,1946.1370548148084,,
-1689,1946.4945523363353,,
-1688,1946.852049857862,,
-1687,1947.2095473793888,,
-1686,1947.5670449009156,,
-1685,1947.9245424224423,,
-1684,1948.2820399439693,,
-1683,1948.6395374654958,,
-1682,1948.9970349870227,,
-1681,1949.3545325085495,,
-1680,1949.7120300300762,,
-1679,1950.069527551603,,
-1678,1950.4270250731297,,
-1677,1950.7845225946567,,
-1676,1951.1420201161832,,
-1675,1951.4995176377101,,
-1674,1951.8570151592369,,
-1673,1952.2145126807636,,
-1672,1952.5720102022904,,
-1671,1952.929507723817,,
-1670,1953.287005245344,,
-1669,1953.6445027668706,,
-1668,1954.0020002883975,,
-1667,1954.359497809924,,
-1666,1954.716995331451,,
-1665,1955.0744928529778,,
-1664,1955.4319903745045,,
-1663,1955.7894878960315,,
-1662,1956.146985417558,,
-1661,1956.504482939085,,
-1660,1956.8619804606114,,
-1659,1957.2194779821384,,
-1658,1957.5769755036652,,
-1657,1957.934473025192,,
-1656,1958.2919705467186,,
-1655,1958.6494680682454,,
-1654,1959.0069655897723,,
-1653,1959.3644631112988,,
-1652,1959.7219606328258,,
-1651,1960.0794581543526,,
-1650,1960.4369556758793,,
-1649,1960.794453197406,,
-1648,1961.1519507189328,,
-1647,1961.5094482404597,,
-1646,1961.8669457619862,,
-1645,1962.2244432835132,,
-1644,1962.58194080504,,
-1643,1962.9394383265667,,
-1642,1963.2969358480934,,
-1641,1963.6544333696202,,
-1640,1964.0119308911471,,
-1639,1964.3694284126736,,
-1638,1964.7269259342006,,
-1637,1965.0844234557273,,
-1636,1965.441920977254,,
-1635,1965.7994184987808,,
-1634,1966.1569160203076,,
